S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
3786,2022-06-24 11:58:00,C13468549186,1.11E+15,,Hourly         ,$1.35 ,2022-06-24 12:24:00
3787,2022-06-24 11:58:00,C13474458498,0,,Season         ,$0.00 ,2022-06-24 23:13:00
3796,2022-06-24 12:47:00,C13565865633,1.11E+15,,Hourly         ,$1.05 ,2022-06-24 13:07:00
3797,2022-06-24 13:05:00,C13471891516,0,,Season         ,$0.00 ,2022-06-24 15:50:00
3800,2022-06-24 13:10:00,C13473132573,0,,Season         ,$0.00 ,2022-06-24 15:45:00
3801,2022-06-24 13:17:00,C13473597394,1.11E+15,,Hourly         ,$4.59 ,2022-06-24 15:00:00
3802,2022-06-24 13:25:00,C13473880953,0,,Season         ,$0.00 ,2022-06-24 16:36:00
3804,2022-06-24 13:47:00,C13470542814,1.11E+15,,Hourly         ,$2.49 ,2022-06-24 14:45:00
3805,2022-06-24 13:49:00,C13474280767,1.11E+15,,Hourly         ,$0.99 ,2022-06-24 14:10:00
3806,2022-06-24 13:56:00,C13475514638,0,,Season         ,$0.00 ,2022-06-24 17:14:00
3807,2022-06-24 14:00:00,C13474015546,0,,Hourly         ,$0.00 ,2022-06-24 14:01:00
3809,2022-06-24 14:03:00,C13472444959,0,,Season         ,$0.00 ,2022-06-24 18:13:00
3810,2022-06-24 14:03:00,C13473331331,1.11E+15,,Hourly         ,$5.12 ,2022-06-24 16:11:00
3811,2022-06-24 14:04:00,C13473985482,0,,Season         ,$0.00 ,2022-06-24 17:16:00
3813,2022-06-24 14:29:00,C13473699107,1.01E+15,,Hourly         ,$3.72 ,2022-06-24 16:01:00
3815,2022-06-24 14:52:00,C13475397743,1.11E+15,,Hourly         ,$0.92 ,2022-06-24 15:15:00
3817,2022-06-24 14:55:00,C13473037723,1.11E+15,,Hourly         ,$3.16 ,2022-06-24 16:13:00
3821,2022-06-24 15:07:00,C13472566194,0,,Season         ,$0.00 ,2022-06-24 15:31:00
3823,2022-06-24 15:25:00,C13470650172,0,,Season         ,$0.00 ,2022-06-24 17:17:00
3824,2022-06-24 15:26:00,C13565860269,1.11E+15,,Hourly         ,$2.20 ,2022-06-24 16:20:00
3827,2022-06-24 15:46:00,C13566091244,0,,Season         ,$0.00 ,2022-06-24 18:19:00
3830,2022-06-24 16:09:00,C13468670065,1.11E+15,,Hourly         ,$0.48 ,2022-06-24 16:21:00
3832,2022-06-24 16:13:00,C13387910119,1.11E+15,,Hourly         ,$2.52 ,2022-06-24 17:15:00
3840,2022-06-24 16:52:00,C13472370619,1.11E+15,,Hourly         ,$1.60 ,2022-06-24 17:31:00
3841,2022-06-24 16:59:00,C13473667189,1.11E+15,,Hourly         ,$5.44 ,2022-06-24 18:07:00
3852,2022-06-24 17:28:00,C13468343612,0,,Season         ,$0.00 ,2022-06-24 17:36:00
3863,2022-06-24 18:03:00,C13470243670,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 23:27:00
3864,2022-06-24 18:03:00,C13470844568,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 20:16:00
3865,2022-06-24 18:03:00,C13470650172,0,,Season         ,$0.00 ,2022-06-27 09:47:00
3869,2022-06-24 18:08:00,C13472910268,0,,Hourly         ,$0.00 ,2022-06-24 18:17:00
3872,2022-06-24 18:14:00,C13475378787,0,,Season         ,$0.00 ,2022-06-24 22:15:00
3877,2022-06-24 18:20:00,C13472910268,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 18:30:00
3878,2022-06-24 18:22:00,C13474612475,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 18:38:00
3879,2022-06-24 18:22:00,C13474296193,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 20:26:00
3891,2022-06-24 19:35:00,C13466974862,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 22:19:00
3892,2022-06-24 19:51:00,C13471786559,1.11E+15,,Hourly         ,$4.75 ,2022-06-25 00:34:00
3893,2022-06-24 20:12:00,C13473583946,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 22:14:00
3894,2022-06-24 20:15:00,C13474054172,1.00E+15,,Hourly         ,$3.00 ,2022-06-24 22:09:00
3896,2022-06-24 20:17:00,C13896014736,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 23:14:00
3898,2022-06-24 21:12:00,C13475336790,1.11E+15,,Hourly         ,$4.55 ,2022-06-25 00:30:00
3899,2022-06-24 21:17:00,C13475671024,1.11E+15,,Hourly         ,$4.50 ,2022-06-25 00:29:00
3905,2022-06-24 22:30:00,C13474835373,1.11E+15,,Hourly         ,$3.50 ,2022-06-25 00:09:00
3906,2022-06-24 22:35:00,C13566601673,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 23:35:00
3915,2022-06-25 07:15:00,C13566533264,0,,Season         ,$0.00 ,2022-06-25 12:13:00
3916,2022-06-25 08:07:00,C13475420908,0,,Season         ,$0.00 ,2022-06-25 08:44:00
3917,2022-06-25 08:15:00,C13566482500,0,,Hourly         ,$0.00 ,2022-06-25 08:18:00
3919,2022-06-25 08:22:00,C13471480708,0,,Hourly         ,$0.00 ,
3920,2022-06-25 08:31:00,C13471306732,1.11E+15,,Hourly         ,$13.28 ,2022-06-25 14:03:00
3921,2022-06-25 08:34:00,C13475189305,1.11E+15,,Hourly         ,$22.60 ,2022-06-25 17:58:00
3922,2022-06-25 08:36:00,C13467963527,1.11E+15,,Hourly         ,$13.20 ,2022-06-25 14:05:00
3923,2022-06-25 08:37:00,C13474733921,1.11E+15,,Hourly         ,$3.40 ,2022-06-25 10:01:00
3924,2022-06-25 08:43:00,C13470134431,1.11E+15,,Hourly         ,$6.88 ,2022-06-25 11:35:00
3926,2022-06-25 08:48:00,C13473231489,1.11E+15,,Hourly         ,$12.52 ,2022-06-25 14:01:00
3927,2022-06-25 08:51:00,C13475420908,0,,Season         ,$0.00 ,2022-06-25 09:00:00
3929,2022-06-25 09:00:00,C13388899642,1.11E+15,,Hourly         ,$9.44 ,2022-06-25 12:55:00
3930,2022-06-25 09:08:00,C13565943760,1.11E+15,,Hourly         ,$2.96 ,2022-06-25 10:21:00
3931,2022-06-25 09:10:00,C13469235678,1.11E+15,,Hourly         ,$2.00 ,2022-06-25 10:00:00
3932,2022-06-25 09:11:00,C13475543687,1.11E+15,,Hourly         ,$6.32 ,2022-06-25 11:49:00
3933,2022-06-25 09:40:00,C13472071869,0,,Hourly         ,$0.00 ,2022-06-25 09:43:00
3935,2022-06-25 09:54:00,C13472078786,1.11E+15,,Hourly         ,$5.56 ,2022-06-25 12:12:00
3936,2022-06-25 09:58:00,C13468750996,1.11E+15,,Hourly         ,$6.68 ,2022-06-25 12:44:00
3939,2022-06-25 10:19:00,C13470887803,1.11E+15,,Hourly         ,$6.36 ,2022-06-25 12:58:00
3941,2022-06-25 10:31:00,C13475675505,1.11E+15,,Hourly         ,$6.52 ,2022-06-25 13:14:00
3942,2022-06-25 10:32:00,C13388831556,1.11E+15,,Hourly         ,$5.60 ,2022-06-25 12:52:00
3943,2022-06-25 10:33:00,C13473994227,1.11E+15,,Hourly         ,$4.04 ,2022-06-25 12:14:00
3944,2022-06-25 10:40:00,C13470804116,1.11E+15,,Hourly         ,$5.20 ,2022-06-25 12:49:00
3945,2022-06-25 10:42:00,C13388464043,1.11E+15,,Hourly         ,$1.60 ,2022-06-25 11:22:00
3946,2022-06-25 10:42:00,C13475100354,1.11E+15,,Hourly         ,$5.12 ,2022-06-25 12:50:00
3947,2022-06-25 10:47:00,C13373802976,1.11E+15,,Hourly         ,$5.00 ,2022-06-25 12:51:00
3948,2022-06-25 10:54:00,C13475243063,1.11E+15,,Hourly         ,$4.64 ,2022-06-25 12:49:00
3949,2022-06-25 11:09:00,C13471587421,1.11E+15,,Hourly         ,$4.96 ,2022-06-25 13:13:00
3952,2022-06-25 11:48:00,C13474617936,1.11E+15,,Hourly         ,$2.04 ,2022-06-25 12:38:00
3957,2022-06-25 12:15:00,C13472204133,1.11E+15,,Hourly         ,$4.88 ,2022-06-25 14:16:00
3958,2022-06-25 12:17:00,C13469853164,1.11E+15,,Hourly         ,$1.44 ,2022-06-25 12:52:00
3967,2022-06-25 12:53:00,C13566162526,1.11E+15,,Hourly         ,$2.92 ,2022-06-25 14:05:00
3968,2022-06-25 12:53:00,C13474752337,0,,Season         ,$0.00 ,2022-06-25 17:11:00
3971,2022-06-25 13:02:00,C13472933674,0,,Hourly         ,$0.00 ,2022-06-25 13:07:00
3973,2022-06-25 13:08:00,C13469261722,1.11E+15,,Hourly         ,$0.88 ,2022-06-25 13:30:00
3977,2022-06-25 13:35:00,C13566482500,1.00E+15,,Hourly         ,$0.96 ,2022-06-25 13:59:00
3978,2022-06-25 13:41:00,C13475037763,1.11E+15,,Hourly         ,$3.72 ,2022-06-25 15:14:00
3979,2022-06-25 13:42:00,C13388464043,1.11E+15,,Hourly         ,$0.84 ,2022-06-25 14:02:00
3980,2022-06-25 13:55:00,C13472933674,0,,Hourly         ,$0.00 ,2022-06-25 13:59:00
3988,2022-06-25 14:06:00,C13473321572,0,,Hourly         ,$0.00 ,2022-06-25 14:07:00
3991,2022-06-25 14:28:00,C13470544860,1.11E+15,,Hourly         ,$5.48 ,2022-06-25 16:45:00
3992,2022-06-25 14:33:00,C13474548513,1.11E+15,,Hourly         ,$4.20 ,2022-06-25 16:17:00
3993,2022-06-25 14:37:00,C13471099087,1.11E+15,,Hourly         ,$0.52 ,2022-06-25 14:49:00
3994,2022-06-25 14:37:00,C13472610512,1.11E+15,,Hourly         ,$2.04 ,2022-06-25 15:28:00
3995,2022-06-25 14:38:00,C13473712530,1.11E+15,,Hourly         ,$1.96 ,2022-06-25 15:27:00
3996,2022-06-25 14:38:00,C13471772354,1.11E+15,,Hourly         ,$6.56 ,2022-06-25 17:21:00
3997,2022-06-25 14:38:00,C13472921710,1.11E+15,,Hourly         ,$1.88 ,2022-06-25 15:25:00
3999,2022-06-25 15:06:00,C13566010806,1.11E+15,,Hourly         ,$1.68 ,2022-06-25 15:48:00
4000,2022-06-25 15:09:00,C13472666573,1.11E+15,,Hourly         ,$2.80 ,2022-06-25 16:18:00
4002,2022-06-25 15:19:00,C13474184579,1.11E+15,,Hourly         ,$2.96 ,2022-06-25 16:32:00
4003,2022-06-25 15:21:00,C13473302473,1.11E+15,,Hourly         ,$0.92 ,2022-06-25 15:43:00
4005,2022-06-25 15:25:00,C13472765249,1.11E+15,,Hourly         ,$4.04 ,2022-06-25 17:06:00
4008,2022-06-25 15:31:00,C13473197343,0,,Season         ,$0.00 ,2022-06-25 16:50:00
4011,2022-06-25 15:54:00,C13566568386,1.11E+15,,Hourly         ,$2.96 ,2022-06-25 17:08:00
4016,2022-06-25 16:45:00,C13566305679,1.11E+15,,Hourly         ,$6.00 ,2022-06-25 18:49:00
4017,2022-06-25 16:46:00,C13471735170,1.11E+15,,Hourly         ,$2.36 ,2022-06-25 17:45:00
4023,2022-06-25 17:24:00,C13471589640,1.11E+15,,Hourly         ,$4.44 ,2022-06-25 19:10:00
4024,2022-06-25 17:24:00,C13473668403,8.01E+15,,Hourly         ,$10.79 ,2022-06-26 02:06:00
4025,2022-06-25 17:25:00,C13470641551,1.11E+15,,Hourly         ,$4.40 ,2022-06-25 19:15:00
4026,2022-06-25 17:25:00,C13474902685,1.11E+15,,Hourly         ,$4.40 ,2022-06-25 20:54:00
4027,2022-06-25 17:38:00,C13060109358,0,,Hourly         ,$0.00 ,2022-06-25 17:39:00
4028,2022-06-25 17:39:00,C13469127873,1.11E+15,,Hourly         ,$3.84 ,2022-06-25 18:07:00
4033,2022-06-25 18:16:00,C13565788362,0,,Season         ,$0.00 ,2022-06-25 19:51:00
4034,2022-06-25 18:22:00,C13472155863,1.11E+15,,Hourly         ,$3.00 ,2022-06-25 18:58:00
4035,2022-06-25 18:35:00,C13474616055,1.11E+15,,Hourly         ,$3.00 ,2022-06-25 20:24:00
4037,2022-06-25 18:53:00,C13565869733,1.11E+15,,Hourly         ,$4.00 ,2022-06-26 00:19:00
4041,2022-06-25 19:36:00,C13473590076,1.11E+15,,Hourly         ,$3.50 ,2022-06-26 00:09:00
4042,2022-06-25 19:37:00,C13470916408,1.11E+15,,Hourly         ,$3.00 ,2022-06-25 22:46:00
4043,2022-06-25 19:40:00,C13388296337,1.11E+15,,Hourly         ,$3.00 ,2022-06-25 23:59:00
4045,2022-06-25 19:55:00,C13473281477,1.11E+15,,Hourly         ,$4.35 ,2022-06-26 00:26:00
4046,2022-06-25 19:58:00,C13470629746,1.11E+15,,Hourly         ,$3.95 ,2022-06-26 00:18:00
4047,2022-06-25 20:03:00,C13473402849,1.11E+15,,Hourly         ,$4.40 ,2022-06-26 00:27:00
4048,2022-06-25 20:07:00,C13473057909,1.11E+15,,Hourly         ,$3.50 ,2022-06-26 00:09:00
4051,2022-06-25 21:13:00,C13566269032,1.11E+15,,Hourly         ,$3.00 ,2022-06-25 22:47:00
4052,2022-06-25 21:48:00,C13565981015,1.00E+15,,Hourly         ,$3.00 ,2022-06-25 22:27:00
4056,2022-06-25 23:28:00,C13474800869,0,,Hourly         ,$0.00 ,2022-06-25 23:33:00
4058,2022-06-25 23:38:00,C13474800869,0,,Hourly         ,$0.00 ,2022-06-25 23:47:00
4068,2022-06-26 08:14:00,C13469650363,1.11E+15,,Hourly         ,$0.84 ,2022-06-26 08:34:00
4069,2022-06-26 08:15:00,C13474418804,1.11E+15,,Hourly         ,$3.32 ,2022-06-26 09:37:00
4070,2022-06-26 08:19:00,C13473840646,1.11E+15,,Hourly         ,$3.12 ,2022-06-26 09:36:00
4071,2022-06-26 08:21:00,C13471724785,0,,Season         ,$0.00 ,2022-06-26 12:56:00
4072,2022-06-26 08:31:00,C13472413914,1.11E+15,,Hourly         ,$2.52 ,2022-06-26 09:34:00
4074,2022-06-26 08:43:00,C13470871329,1.11E+15,,Hourly         ,$5.28 ,2022-06-26 10:55:00
4075,2022-06-26 08:43:00,C13474641143,1.11E+15,,Hourly         ,$16.60 ,2022-06-26 15:38:00
4076,2022-06-26 08:49:00,C13566031341,1.11E+15,,Hourly         ,$5.56 ,2022-06-26 11:08:00
4077,2022-06-26 08:51:00,C13474368622,1.11E+15,,Hourly         ,$5.08 ,2022-06-26 10:58:00
4078,2022-06-26 08:55:00,C13374224873,1.11E+15,,Hourly         ,$5.24 ,2022-06-26 11:05:00
4079,2022-06-26 08:57:00,C13468954377,1.11E+15,,Hourly         ,$4.16 ,2022-06-26 10:41:00
4080,2022-06-26 09:00:00,C13471969504,1.11E+15,,Hourly         ,$7.24 ,2022-06-26 12:00:00
4081,2022-06-26 09:01:00,C13474385137,1.11E+15,,Hourly         ,$7.60 ,2022-06-26 12:10:00
4082,2022-06-26 09:01:00,C13566448998,1.11E+15,,Hourly         ,$10.00 ,2022-06-26 13:11:00
4083,2022-06-26 09:04:00,C13565690012,1.11E+15,,Hourly         ,$9.96 ,2022-06-26 13:12:00
4084,2022-06-26 09:07:00,C13373171934,1.11E+15,,Hourly         ,$8.60 ,2022-06-26 12:41:00
4085,2022-06-26 09:07:00,C13566255882,1.11E+15,,Hourly         ,$3.96 ,2022-06-26 10:46:00
4086,2022-06-26 09:09:00,C13388233983,1.11E+15,,Hourly         ,$4.52 ,2022-06-26 11:01:00
4087,2022-06-26 09:13:00,C13473096462,1.11E+15,,Hourly         ,$9.60 ,2022-06-26 13:13:00
4088,2022-06-26 09:16:00,C13473024679,1.11E+15,,Hourly         ,$5.96 ,2022-06-26 11:44:00
4089,2022-06-26 09:21:00,C13473720937,1.11E+15,,Hourly         ,$8.44 ,2022-06-26 12:52:00
4090,2022-06-26 09:22:00,C13472129645,1.11E+15,,Hourly         ,$4.12 ,2022-06-26 11:05:00
4091,2022-06-26 09:23:00,C13566237056,1.00E+15,,Hourly         ,$8.16 ,2022-06-26 12:46:00
4092,2022-06-26 09:27:00,C13474914985,1.11E+15,,Hourly         ,$3.48 ,2022-06-26 10:53:00
4093,2022-06-26 09:29:00,C13474800869,1.11E+15,,Hourly         ,$14.16 ,2022-06-26 15:23:00
4094,2022-06-26 09:31:00,C13473363986,1.11E+15,,Hourly         ,$4.56 ,2022-06-26 11:25:00
4095,2022-06-26 09:32:00,C13475323443,1.11E+15,,Hourly         ,$11.36 ,2022-06-26 14:16:00
4096,2022-06-26 09:33:00,C13474616055,1.11E+15,,Hourly         ,$10.76 ,2022-06-26 14:02:00
4100,2022-06-26 09:40:00,C13473729500,1.11E+15,,Hourly         ,$3.92 ,2022-06-26 11:18:00
4101,2022-06-26 09:43:00,C13471655996,1.11E+15,,Hourly         ,$5.16 ,2022-06-26 11:52:00
4102,2022-06-26 09:50:00,C13473835316,1.11E+15,,Hourly         ,$9.36 ,2022-06-26 13:44:00
4103,2022-06-26 09:56:00,C13472935571,1.11E+15,,Hourly         ,$7.84 ,2022-06-26 13:12:00
4104,2022-06-26 09:57:00,C13471954374,1.11E+15,,Hourly         ,$8.00 ,2022-06-26 13:17:00
4105,2022-06-26 10:02:00,C13472146004,1.11E+15,,Hourly         ,$1.08 ,2022-06-26 10:29:00
4106,2022-06-26 10:11:00,C13473061993,1.11E+15,,Hourly         ,$3.96 ,2022-06-26 11:49:00
4107,2022-06-26 10:12:00,C13565803896,0,,Hourly         ,$0.00 ,2022-06-26 10:12:00
4108,2022-06-26 10:12:00,C13375444745,1.11E+15,,Hourly         ,$5.76 ,2022-06-26 12:35:00
4110,2022-06-26 10:14:00,C13565803896,1.11E+15,,Hourly         ,$12.80 ,2022-06-26 15:34:00
4111,2022-06-26 10:16:00,C13472395435,1.11E+15,,Hourly         ,$4.00 ,2022-06-26 11:56:00
4112,2022-06-26 10:18:00,C13471248744,1.11E+15,,Hourly         ,$1.84 ,2022-06-26 11:03:00
4113,2022-06-26 10:26:00,C13474716664,1.11E+15,,Hourly         ,$16.16 ,2022-06-26 17:09:00
4115,2022-06-26 10:31:00,C13475437161,1.11E+15,,Hourly         ,$11.52 ,2022-06-26 15:18:00
4116,2022-06-26 10:32:00,C13475443720,1.11E+15,,Hourly         ,$1.64 ,2022-06-26 11:12:00
4117,2022-06-26 10:32:00,C13474120668,1.11E+15,,Hourly         ,$4.76 ,2022-06-26 12:31:00
4118,2022-06-26 10:38:00,C13396316095,1.11E+15,,Hourly         ,$4.68 ,2022-06-26 12:34:00
4119,2022-06-26 10:40:00,C13475036476,1.11E+15,,Hourly         ,$3.88 ,2022-06-26 12:16:00
4120,2022-06-26 10:40:00,C13474835357,1.11E+15,,Hourly         ,$4.68 ,2022-06-26 12:36:00
4121,2022-06-26 10:41:00,C13474234962,1.11E+15,,Hourly         ,$2.84 ,2022-06-26 11:51:00
4123,2022-06-26 10:41:00,C13473733823,1.11E+15,,Hourly         ,$11.16 ,2022-06-26 15:20:00
4124,2022-06-26 10:43:00,C13472029358,1.11E+15,,Hourly         ,$3.84 ,2022-06-26 12:18:00
4125,2022-06-26 10:44:00,C13475497642,1.11E+15,,Hourly         ,$3.88 ,2022-06-26 12:20:00
4126,2022-06-26 10:44:00,C13471195990,1.11E+15,,Hourly         ,$4.60 ,2022-06-26 12:39:00
4127,2022-06-26 10:44:00,C13566292957,1.11E+15,,Hourly         ,$3.96 ,2022-06-26 12:23:00
4128,2022-06-26 10:45:00,C13472899071,1.00E+15,,Hourly         ,$4.52 ,2022-06-26 12:38:00
4130,2022-06-26 10:46:00,C13475118612,1.11E+15,,Hourly         ,$5.16 ,2022-06-26 12:55:00
4131,2022-06-26 10:49:00,C13472194712,1.11E+15,,Hourly         ,$3.72 ,2022-06-26 12:21:00
4132,2022-06-26 10:50:00,C13473571424,1.11E+15,,Hourly         ,$3.12 ,2022-06-26 12:07:00
4135,2022-06-26 10:55:00,C13566136117,1.11E+15,,Hourly         ,$4.12 ,2022-06-26 12:37:00
4136,2022-06-26 10:56:00,C13475414901,1.00E+15,,Hourly         ,$3.04 ,2022-06-26 12:11:00
4139,2022-06-26 11:03:00,C13472306541,1.11E+15,,Hourly         ,$2.96 ,2022-06-26 12:16:00
4141,2022-06-26 11:03:00,C13474993616,1.11E+15,,Hourly         ,$7.40 ,2022-06-26 14:07:00
4145,2022-06-26 11:08:00,C13475301176,1.11E+15,,Hourly         ,$3.20 ,2022-06-26 12:27:00
4153,2022-06-26 11:52:00,C13471290545,1.11E+15,,Hourly         ,$3.72 ,2022-06-26 13:25:00
4154,2022-06-26 11:55:00,C13466844306,1.11E+15,,Hourly         ,$3.64 ,2022-06-26 13:26:00
4156,2022-06-26 11:58:00,C13471485170,1.11E+15,,Hourly         ,$1.52 ,2022-06-26 12:36:00
4164,2022-06-26 12:19:00,C13061237224,1.11E+15,,Hourly         ,$1.50 ,2022-06-26 13:16:00
4182,2022-06-26 13:02:00,C13472832537,1.11E+15,,Hourly         ,$2.12 ,2022-06-26 13:54:00
4183,2022-06-26 13:02:00,C13473075499,1.11E+15,,Hourly         ,$3.04 ,2022-06-26 14:18:00
4192,2022-06-26 13:41:00,C13474566507,0,,Hourly         ,$0.00 ,
4196,2022-06-26 13:55:00,C13471698045,1.11E+15,,Hourly         ,$12.80 ,2022-06-26 20:21:00
4201,2022-06-26 14:21:00,C13566325463,1.11E+15,,Hourly         ,$6.20 ,2022-06-26 16:56:00
4202,2022-06-26 14:23:00,C13471942444,0,,Hourly         ,$0.00 ,
4203,2022-06-26 14:38:00,C13474933779,1.11E+15,,Hourly         ,$6.24 ,2022-06-26 17:14:00
4204,2022-06-26 14:40:00,C13060599276,0,,Hourly         ,$0.00 ,2022-06-26 14:40:00
4210,2022-06-26 15:34:00,C13471957146,1.11E+15,,Hourly         ,$3.96 ,2022-06-26 17:13:00
4212,2022-06-26 15:52:00,C13474045460,1.00E+15,,Hourly         ,$0.60 ,2022-06-26 16:06:00
4213,2022-06-26 15:55:00,C13469761836,1.11E+15,,Hourly         ,$3.76 ,2022-06-26 17:29:00
4215,2022-06-26 16:24:00,C13473134123,0,,Season         ,$0.00 ,2022-06-26 16:31:00
4221,2022-06-26 17:18:00,C13470891442,1.11E+15,,Hourly         ,$4.68 ,2022-06-26 19:37:00
4223,2022-06-26 17:54:00,C13474527301,0,,Hourly         ,$0.00 ,
4225,2022-06-26 17:57:00,C13473721697,1.11E+15,,Hourly         ,$3.12 ,2022-06-26 20:48:00
4226,2022-06-26 18:04:00,C13469000344,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 20:21:00
4227,2022-06-26 18:34:00,C13388954679,0,,Hourly         ,$0.00 ,
4228,2022-06-26 19:32:00,C13468465985,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 22:48:00
4230,2022-06-26 19:55:00,C13566269965,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 22:36:00
4232,2022-06-26 20:13:00,C13565941730,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 23:49:00
4235,2022-06-26 20:25:00,C13566126809,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 23:49:00
4237,2022-06-26 22:14:00,C13474684778,1.01E+15,,Hourly         ,$3.00 ,2022-06-26 23:25:00
4243,2022-06-27 06:24:00,C13471724785,0,,Season         ,$0.00 ,2022-06-27 15:05:00
4244,2022-06-27 06:26:00,C13566613957,0,,Season         ,$0.00 ,2022-06-27 17:18:00
4245,2022-06-27 07:31:00,C13472062771,0,,Season         ,$0.00 ,2022-06-27 17:35:00
4246,2022-06-27 07:32:00,C13471757166,0,,Season         ,$0.00 ,2022-06-27 19:21:00
4247,2022-06-27 07:34:00,C13471891516,0,,Season         ,$0.00 ,2022-06-27 18:46:00
4248,2022-06-27 07:39:00,C13474987914,0,,Season         ,$0.00 ,2022-06-27 15:44:00
4249,2022-06-27 07:41:00,C13470177926,0,,Hourly         ,$0.00 ,2022-06-27 17:37:00
4250,2022-06-27 07:45:00,C13566352539,0,,Season         ,$0.00 ,2022-06-27 07:53:00
4251,2022-06-27 07:47:00,C13475529561,0,,Season         ,$0.00 ,2022-06-27 17:49:00
4253,2022-06-27 07:58:00,C13474146159,1.11E+15,,Hourly         ,$4.96 ,2022-06-27 10:02:00
4254,2022-06-27 08:00:00,C13475514638,0,,Season         ,$0.00 ,2022-06-27 12:18:00
4255,2022-06-27 08:00:00,C13374701517,0,,               ,$0.00 ,2022-06-27 15:46:00
4256,2022-06-27 08:01:00,C13472814929,0,,Season         ,$0.00 ,2022-06-27 17:53:00
4257,2022-06-27 08:04:00,C13565788362,0,,Season         ,$0.00 ,2022-06-27 17:48:00
4258,2022-06-27 08:08:00,C13472141862,1.00E+15,,Hourly         ,$13.13 ,2022-06-27 13:04:00
4259,2022-06-27 08:09:00,C13374832221,0,,Hourly         ,$0.00 ,2022-06-27 17:47:00
4260,2022-06-27 08:10:00,C13475660308,0,,               ,$0.00 ,2022-06-27 17:57:00
4262,2022-06-27 08:15:00,C13566293767,0,,Season         ,$0.00 ,2022-06-27 17:56:00
4261,2022-06-27 08:15:00,C13474667840,0,,Season         ,$0.00 ,2022-06-27 16:28:00
4263,2022-06-27 08:17:00,C13060101272,0,,Season         ,$0.00 ,2022-06-27 12:30:00
4264,2022-06-27 08:19:00,C13566348834,0,,               ,$0.00 ,2022-06-27 19:47:00
4265,2022-06-27 08:20:00,C13472983023,0,,Season         ,$0.00 ,2022-06-27 12:25:00
4266,2022-06-27 08:27:00,C13472444959,0,,Season         ,$0.00 ,2022-06-27 18:34:00
4267,2022-06-27 08:29:00,C13472436397,0,,Hourly         ,$0.00 ,
4268,2022-06-27 08:30:00,C13475012731,0,,Season         ,$0.00 ,2022-06-27 12:02:00
4269,2022-06-27 08:33:00,C13474678641,1.11E+15,,Hourly         ,$8.93 ,2022-06-27 12:00:00
4270,2022-06-27 08:34:00,C13473210056,0,,Season         ,$0.00 ,2022-06-27 20:05:00
4271,2022-06-27 08:37:00,C13471671086,1.11E+15,,Hourly         ,$13.27 ,2022-06-27 13:30:00
4272,2022-06-27 08:38:00,C13565808591,0,,Season         ,$0.00 ,2022-06-27 16:46:00
4273,2022-06-27 08:39:00,C13566352539,0,,Season         ,$0.00 ,2022-06-27 18:20:00
4274,2022-06-27 08:39:00,C13475026805,0,,Season         ,$0.00 ,2022-06-27 17:18:00
4275,2022-06-27 08:40:00,C13566474525,0,,Season         ,$0.00 ,2022-06-27 18:00:00
4276,2022-06-27 08:43:00,C13474017112,0,,Season         ,$0.00 ,2022-06-27 18:15:00
4277,2022-06-27 08:45:00,C13566530418,0,,Season         ,$0.00 ,2022-06-27 14:39:00
4278,2022-06-27 08:46:00,C13473875148,0,,Season         ,$0.00 ,2022-06-27 17:34:00
4279,2022-06-27 08:49:00,C13471773724,1.01E+15,,               ,$7.84 ,2022-06-27 12:58:00
4281,2022-06-27 08:50:00,C13474693365,0,,Season         ,$0.00 ,2022-06-27 18:02:00
4280,2022-06-27 08:50:00,C13475543687,1.11E+15,,Hourly         ,$12.05 ,2022-06-27 13:16:00
4282,2022-06-27 08:53:00,C13472235641,1.11E+15,,Hourly         ,$21.64 ,2022-06-27 17:08:00
4283,2022-06-27 08:59:00,C13470041973,0,,Season         ,$0.00 ,2022-06-27 18:21:00
4284,2022-06-27 08:59:00,C13474667957,1.11E+15,,Hourly         ,$9.44 ,2022-06-27 12:31:00
4285,2022-06-27 09:02:00,C13474648173,0,,Season         ,$0.00 ,2022-06-27 18:23:00
4286,2022-06-27 09:03:00,C13472504781,0,,Hourly         ,$0.00 ,2022-06-27 17:40:00
4287,2022-06-27 09:06:00,C13566091244,0,,Season         ,$0.00 ,2022-06-27 11:05:00
4288,2022-06-27 09:07:00,C13060886566,1.11E+15,,Hourly         ,$1.50 ,2022-06-27 12:40:00
4289,2022-06-27 09:10:00,C13473183368,0,,Season         ,$0.00 ,2022-06-27 18:23:00
