S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
1083,2022-06-08 08:49:00,C13566533264,0,,Season         ,$0.00 ,2022-06-08 16:30:00
1084,2022-06-08 08:52:00,C13474821932,0,,Season         ,$0.00 ,2022-06-08 09:53:00
1085,2022-06-08 08:53:00,C13471773724,0,,               ,$0.00 ,2022-06-08 18:07:00
1086,2022-06-08 08:58:00,C13473134123,0,,Season         ,$0.00 ,2022-06-08 18:45:00
1087,2022-06-08 09:00:00,C13565859601,0,,               ,$0.00 ,2022-06-08 09:02:00
1089,2022-06-08 09:04:00,C13565816759,0,,Hourly         ,$0.00 ,2022-06-08 18:13:00
1090,2022-06-08 09:16:00,C13472456098,0,,Season         ,$0.00 ,2022-06-08 23:16:00
1091,2022-06-08 09:18:00,C13565808591,0,,Season         ,$0.00 ,2022-06-08 15:46:00
1092,2022-06-08 09:19:00,C13474693365,0,,Season         ,$0.00 ,2022-06-08 19:03:00
1093,2022-06-08 09:23:00,C13565700094,0,,Season         ,$0.00 ,2022-06-08 18:16:00
1095,2022-06-08 09:24:00,C13472694076,1.11E+15,,Hourly         ,$0.44 ,2022-06-08 09:35:00
1094,2022-06-08 09:24:00,C13468773264,0,,Season         ,$0.00 ,2022-06-08 18:18:00
1096,2022-06-08 09:30:00,C13475170990,0,,Hourly         ,$0.00 ,2022-06-08 17:53:00
1098,2022-06-08 09:41:00,C13474802710,0,,Season         ,$0.00 ,2022-06-08 19:32:00
1099,2022-06-08 09:46:00,C13475378787,0,,Season         ,$0.00 ,2022-06-08 11:24:00
1100,2022-06-08 09:49:00,C13474976901,                ,,Hourly         ,$24.44 ,2022-06-08 19:28:00
1102,2022-06-08 09:53:00,C13473132573,0,,Season         ,$0.00 ,2022-06-08 18:48:00
1104,2022-06-08 10:11:00,C13565877076,1.11E+15,,Hourly         ,$4.06 ,2022-06-08 11:41:00
1105,2022-06-08 10:14:00,C13566091244,0,,Season         ,$0.00 ,2022-06-08 18:22:00
1106,2022-06-08 10:20:00,C13388035612,1.11E+15,,Hourly         ,$3.30 ,2022-06-08 11:33:00
1107,2022-06-08 10:23:00,C13473388603,1.11E+15,,Hourly         ,$2.93 ,2022-06-08 11:28:00
1109,2022-06-08 11:24:00,C13471954827,0,,Hourly         ,$0.00 ,2022-06-08 11:30:00
1115,2022-06-08 11:38:00,C13473545552,0,,Hourly         ,$0.00 ,2022-06-08 16:12:00
1117,2022-06-08 12:00:00,C13470650172,0,,Season         ,$0.00 ,2022-06-08 13:19:00
1118,2022-06-08 12:00:00,C13473770570,0,,Season         ,$0.00 ,2022-06-08 14:22:00
1120,2022-06-08 12:11:00,C13472775331,1.11E+15,,Hourly         ,$2.00 ,2022-06-08 12:50:00
1121,2022-06-08 12:48:00,C13472056219,1.11E+15,,Hourly         ,$1.80 ,2022-06-08 13:24:00
1123,2022-06-08 12:59:00,C13473295814,1.11E+15,,Hourly         ,$3.85 ,2022-06-08 14:19:00
1124,2022-06-08 13:07:00,C13475378787,0,,Season         ,$0.00 ,2022-06-08 15:43:00
1128,2022-06-08 13:25:00,C13389013336,1.11E+15,,Hourly         ,$1.00 ,2022-06-08 13:45:00
1130,2022-06-08 13:51:00,C13472983023,0,,Season         ,$0.00 ,2022-06-08 18:51:00
1131,2022-06-08 13:58:00,C13473075145,1.11E+15,,Hourly         ,$2.10 ,2022-06-08 14:49:00
1132,2022-06-08 14:10:00,C13388492414,1.11E+15,,Hourly         ,$1.08 ,2022-06-08 14:37:00
1135,2022-06-08 14:23:00,C13473770570,0,,Season         ,$0.00 ,2022-06-08 14:39:00
1136,2022-06-08 14:33:00,C13470243670,1.11E+15,,Hourly         ,$11.28 ,2022-06-08 18:24:00
1140,2022-06-08 14:55:00,C13473224544,1.11E+15,,Hourly         ,$3.36 ,2022-06-08 16:19:00
1141,2022-06-08 15:05:00,C13389063183,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 16:19:00
1142,2022-06-08 15:31:00,C13471178693,1.11E+15,,Hourly         ,$8.96 ,2022-06-08 18:00:00
1147,2022-06-08 15:59:00,C13473463968,1.11E+15,,Hourly         ,$1.60 ,2022-06-08 16:39:00
1148,2022-06-08 16:04:00,C13387968193,1.11E+15,,Hourly         ,$0.88 ,2022-06-08 16:25:00
1149,2022-06-08 16:05:00,C13470650172,0,,Season         ,$0.00 ,2022-06-08 17:02:00
1158,2022-06-08 17:01:00,C13468670065,1.11E+15,,Hourly         ,$0.68 ,2022-06-08 17:17:00
1165,2022-06-08 17:39:00,C13470650172,0,,Season         ,$0.00 ,2022-06-09 08:17:00
1171,2022-06-08 17:56:00,C13471279663,0,,Hourly         ,$0.00 ,2022-06-08 18:02:00
1172,2022-06-08 17:58:00,C13566591632,1.11E+15,,Hourly         ,$3.08 ,2022-06-08 18:37:00
1179,2022-06-08 18:16:00,C13468051791,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:58:00
1183,2022-06-08 18:19:00,C13472910268,0,,Hourly         ,$0.00 ,2022-06-08 18:20:00
1188,2022-06-08 18:25:00,C13473063189,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 20:48:00
1191,2022-06-08 18:35:00,C13387968193,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 18:47:00
1193,2022-06-08 18:37:00,C13473532757,0,,Season         ,$0.00 ,2022-06-08 21:56:00
1206,2022-06-08 19:43:00,C13472203052,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:38:00
1207,2022-06-08 19:53:00,C13471684909,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:53:00
1208,2022-06-08 20:00:00,C13474359472,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:52:00
1209,2022-06-08 20:05:00,C13471337167,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:48:00
1210,2022-06-08 20:07:00,C13468910783,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:43:00
1211,2022-06-08 20:09:00,C13474611625,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:40:00
1212,2022-06-08 20:45:00,C13470514211,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:39:00
1213,2022-06-08 20:48:00,C13474117160,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:26:00
1215,2022-06-08 21:06:00,C13473948999,0,,Hourly         ,$0.00 ,2022-06-08 21:09:00
1219,2022-06-08 21:16:00,C13375040048,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:39:00
1220,2022-06-08 21:26:00,C13471964876,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 23:22:00
1221,2022-06-08 21:31:00,C13566499940,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 22:45:00
1222,2022-06-08 21:46:00,C13473925662,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 22:17:00
1238,2022-06-09 06:14:00,C13471724785,0,,Season         ,$0.00 ,2022-06-09 17:45:00
1239,2022-06-09 07:25:00,C13475420908,0,,Season         ,$0.00 ,2022-06-09 18:52:00
1240,2022-06-09 07:27:00,C13566121918,0,,Season         ,$0.00 ,2022-06-09 17:27:00
1241,2022-06-09 07:28:00,C13471891516,0,,Season         ,$0.00 ,2022-06-09 18:46:00
1242,2022-06-09 07:34:00,C13566348834,0,,               ,$0.00 ,2022-06-09 21:12:00
1243,2022-06-09 07:37:00,C13475529561,0,,Season         ,$0.00 ,2022-06-09 17:51:00
1244,2022-06-09 07:49:00,C13473816851,0,,Season         ,$0.00 ,2022-06-09 17:16:00
1245,2022-06-09 07:57:00,C13471728958,0,,               ,$0.00 ,2022-06-09 18:36:00
1246,2022-06-09 07:58:00,C13472907504,0,,Season         ,$0.00 ,2022-06-09 18:18:00
1247,2022-06-09 08:08:00,C13565788362,0,,Season         ,$0.00 ,2022-06-09 17:41:00
1248,2022-06-09 08:12:00,C13474601064,0,,Season         ,$0.00 ,2022-06-09 11:29:00
1249,2022-06-09 08:15:00,C13566352539,0,,Season         ,$0.00 ,2022-06-09 17:45:00
1251,2022-06-09 08:19:00,C13472255391,0,,Hourly         ,$0.00 ,2022-06-09 18:47:00
1252,2022-06-09 08:21:00,C13472281179,0,,Season         ,$0.00 ,2022-06-09 18:18:00
1253,2022-06-09 08:29:00,C13470818099,0,,Season         ,$0.00 ,2022-06-09 12:25:00
1254,2022-06-09 08:34:00,C13469525384,1.11E+15,,               ,$9.55 ,2022-06-09 13:35:00
1255,2022-06-09 08:40:00,C13473210056,0,,Season         ,$0.00 ,2022-06-09 21:46:00
1256,2022-06-09 08:45:00,C13473880953,0,,Season         ,$0.00 ,2022-06-09 16:39:00
1257,2022-06-09 08:47:00,C13472983023,0,,Season         ,$0.00 ,2022-06-09 16:50:00
1259,2022-06-09 08:48:00,C13471942394,1.00E+15,,Hourly         ,$9.18 ,2022-06-09 12:17:00
1258,2022-06-09 08:48:00,C13473134123,0,,Season         ,$0.00 ,2022-06-09 19:28:00
1260,2022-06-09 08:52:00,C13472559297,0,,Season         ,$0.00 ,2022-06-09 16:26:00
1261,2022-06-09 08:53:00,C13474017112,0,,Season         ,$0.00 ,2022-06-09 11:47:00
1262,2022-06-09 08:54:00,C13566091244,0,,Season         ,$0.00 ,2022-06-09 18:28:00
1263,2022-06-09 08:55:00,C13474114661,0,,Season         ,$0.00 ,2022-06-09 12:28:00
1264,2022-06-09 09:05:00,C13566533264,0,,Season         ,$0.00 ,2022-06-09 18:24:00
1265,2022-06-09 09:13:00,C13565700094,0,,Season         ,$0.00 ,2022-06-09 18:46:00
1266,2022-06-09 09:13:00,C13473417907,1.11E+15,,Hourly         ,$25.88 ,2022-06-09 18:41:00
1267,2022-06-09 09:16:00,C13473500827,0,,Season         ,$0.00 ,2022-06-09 19:33:00
1268,2022-06-09 09:25:00,C13474693365,0,,Season         ,$0.00 ,2022-06-09 20:23:00
1269,2022-06-09 09:31:00,C13474802710,0,,Season         ,$0.00 ,2022-06-09 19:18:00
1270,2022-06-09 09:35:00,C13474437302,0,,Season         ,$0.00 ,2022-06-09 11:47:00
1271,2022-06-09 09:38:00,C13474577908,0,,Season         ,$0.00 ,2022-06-09 18:22:00
1272,2022-06-09 09:47:00,C13474503499,0,,Season         ,$0.00 ,2022-06-09 17:22:00
1273,2022-06-09 09:48:00,C13060101272,0,,Season         ,$0.00 ,2022-06-09 14:08:00
1274,2022-06-09 09:53:00,C13473132573,0,,Season         ,$0.00 ,2022-06-09 18:41:00
1275,2022-06-09 09:55:00,C13474772119,1.11E+15,,Hourly         ,$20.12 ,2022-06-09 17:33:00
1276,2022-06-09 09:56:00,C13473814500,0,,Hourly         ,$0.00 ,2022-06-09 09:58:00
1278,2022-06-09 09:59:00,C13566530418,0,,Season         ,$0.00 ,2022-06-09 13:47:00
1279,2022-06-09 10:07:00,C13375083804,1.11E+15,,Hourly         ,$4.72 ,2022-06-09 11:51:00
1280,2022-06-09 10:13:00,C13474839968,0,,Season         ,$0.00 ,2022-06-09 18:08:00
1281,2022-06-09 10:33:00,C13566167774,1.11E+15,,Hourly         ,$1.93 ,2022-06-09 11:16:00
1282,2022-06-09 10:51:00,C13388938526,1.11E+15,,Hourly         ,$2.76 ,2022-06-09 11:47:00
1283,2022-06-09 10:59:00,C13471309751,1.11E+15,,Hourly         ,$5.44 ,2022-06-09 12:47:00
1284,2022-06-09 11:00:00,C13565759760,1.11E+15,,Hourly         ,$3.50 ,2022-06-09 12:09:00
1285,2022-06-09 11:04:00,C13474787788,1.11E+15,,Hourly         ,$3.10 ,2022-06-09 12:06:00
1288,2022-06-09 11:31:00,C13467149935,1.11E+15,,Hourly         ,$2.20 ,2022-06-09 12:15:00
1289,2022-06-09 11:36:00,C13470665668,1.11E+15,,Hourly         ,$1.35 ,2022-06-09 12:03:00
1290,2022-06-09 11:40:00,C13473338064,1.11E+15,,Hourly         ,$1.10 ,2022-06-09 12:02:00
1297,2022-06-09 12:04:00,C13470650172,0,,Season         ,$0.00 ,2022-06-09 16:19:00
1302,2022-06-09 12:18:00,C13469037553,1.11E+15,,Hourly         ,$1.30 ,2022-06-09 12:44:00
1303,2022-06-09 12:19:00,C13566287974,1.11E+15,,Hourly         ,$7.97 ,2022-06-09 15:12:00
1306,2022-06-09 12:43:00,C13388415937,0,,Hourly         ,$0.00 ,2022-06-09 12:48:00
1310,2022-06-09 12:50:00,C13470301014,1.11E+15,,               ,$2.42 ,2022-06-09 13:59:00
1311,2022-06-09 12:51:00,C13473982321,1.11E+15,,Hourly         ,$5.93 ,2022-06-09 15:01:00
1312,2022-06-09 13:22:00,C13470243670,1.11E+15,,Hourly         ,$14.50 ,2022-06-09 23:21:00
1313,2022-06-09 13:29:00,C13388821565,1.11E+15,,Hourly         ,$3.55 ,2022-06-09 14:49:00
1314,2022-06-09 13:29:00,C13566474525,0,,Season         ,$0.00 ,2022-06-09 17:23:00
1315,2022-06-09 13:30:00,C13474017112,0,,Season         ,$0.00 ,2022-06-09 18:34:00
1317,2022-06-09 13:36:00,C13474114661,0,,Season         ,$0.00 ,2022-06-09 17:20:00
1318,2022-06-09 13:40:00,C13474437302,0,,Season         ,$0.00 ,2022-06-09 17:18:00
1320,2022-06-09 13:48:00,C13474601064,0,,Season         ,$0.00 ,2022-06-09 17:28:00
1322,2022-06-09 14:01:00,C13388415937,1.11E+15,,Hourly         ,$0.60 ,2022-06-09 14:16:00
1325,2022-06-09 14:21:00,C13473037723,1.11E+15,,Hourly         ,$3.56 ,2022-06-09 15:49:00
1326,2022-06-09 14:24:00,C13388423823,1.11E+15,,Hourly         ,$2.96 ,2022-06-09 15:37:00
1328,2022-06-09 14:52:00,C13468670065,1.11E+15,,Hourly         ,$0.44 ,2022-06-09 15:02:00
1329,2022-06-09 14:53:00,C13471942394,1.00E+15,,Hourly         ,$7.40 ,2022-06-09 17:58:00
1337,2022-06-09 16:36:00,C13473378127,1.11E+15,,Hourly         ,$2.32 ,2022-06-09 17:34:00
1340,2022-06-09 16:53:00,C13470650172,0,,Season         ,$0.00 ,2022-06-09 17:11:00
1341,2022-06-09 17:01:00,C13470572869,1.00E+15,,Hourly         ,$1.12 ,2022-06-09 17:28:00
1347,2022-06-09 17:23:00,C13471459950,1.00E+15,,Hourly         ,$4.48 ,2022-06-09 19:15:00
1354,2022-06-09 17:40:00,C13471773724,1.01E+15,,               ,$2.66 ,2022-06-09 18:02:00
1356,2022-06-09 17:44:00,C13473500514,1.11E+15,,Hourly         ,$0.52 ,2022-06-09 17:57:00
1360,2022-06-09 17:52:00,C13471279663,0,,Hourly         ,$0.00 ,2022-06-09 17:54:00
1364,2022-06-09 18:01:00,C13470650172,0,,Season         ,$0.00 ,2022-06-10 09:04:00
1366,2022-06-09 18:07:00,C13474398718,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:33:00
1373,2022-06-09 18:31:00,C13473181898,0,,Hourly         ,$0.00 ,2022-06-09 20:56:00
1381,2022-06-09 18:51:00,C13472992082,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 19:41:00
1386,2022-06-09 19:20:00,C13472319947,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:40:00
1385,2022-06-09 19:20:00,C13388273864,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 19:31:00
1390,2022-06-09 19:39:00,C13474987750,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:59:00
1392,2022-06-09 19:47:00,C13473010331,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:52:00
1393,2022-06-09 20:01:00,C13468910783,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:34:00
1394,2022-06-09 20:19:00,C13472947138,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 23:48:00
1400,2022-06-09 22:29:00,C13396462568,1.11E+15,,Hourly         ,$4.50 ,2022-06-10 00:29:00
1408,2022-06-10 07:23:00,C13471054099,0,,Season         ,$0.00 ,2022-06-10 18:35:00
1409,2022-06-10 07:25:00,C13474571374,0,,Hourly         ,$0.00 ,2022-06-10 07:26:00
1411,2022-06-10 07:33:00,C13565903053,0,,Season         ,$0.00 ,2022-06-10 11:49:00
1412,2022-06-10 07:37:00,C13475529561,0,,Season         ,$0.00 ,2022-06-10 21:21:00
1413,2022-06-10 07:39:00,C13475420908,0,,Season         ,$0.00 ,2022-06-10 19:56:00
1414,2022-06-10 07:43:00,C13473816851,0,,Season         ,$0.00 ,2022-06-10 18:59:00
1415,2022-06-10 07:51:00,C13473875148,0,,Season         ,$0.00 ,2022-06-10 16:55:00
1416,2022-06-10 07:55:00,C13474601064,0,,Season         ,$0.00 ,2022-06-10 17:32:00
1417,2022-06-10 07:57:00,C13475456517,0,,Hourly         ,$0.00 ,2022-06-10 17:16:00
1418,2022-06-10 08:03:00,C13471728958,0,,               ,$0.00 ,2022-06-10 17:08:00
1419,2022-06-10 08:13:00,C13472983023,0,,Season         ,$0.00 ,2022-06-10 18:45:00
1420,2022-06-10 08:22:00,C13472281179,0,,Season         ,$0.00 ,2022-06-10 18:22:00
1421,2022-06-10 08:30:00,C13473417907,1.11E+15,,Hourly         ,$27.60 ,2022-06-10 18:15:00
1422,2022-06-10 08:32:00,C13472444959,0,,Season         ,$0.00 ,2022-06-10 18:56:00
1423,2022-06-10 08:34:00,C13474691731,0,,               ,$0.00 ,2022-06-10 18:20:00
1424,2022-06-10 08:35:00,C13470818099,0,,Season         ,$0.00 ,2022-06-10 12:38:00
1426,2022-06-10 08:39:00,C13472450116,0,,Hourly         ,$0.00 ,2022-06-10 18:23:00
1425,2022-06-10 08:39:00,C13473210056,0,,Season         ,$0.00 ,2022-06-10 18:16:00
1427,2022-06-10 08:43:00,C13474114661,0,,Season         ,$0.00 ,2022-06-10 12:28:00
1428,2022-06-10 08:46:00,C13475026805,0,,Season         ,$0.00 ,2022-06-10 17:38:00
1429,2022-06-10 08:52:00,C13471773724,0,,               ,$0.00 ,2022-06-10 19:03:00
1430,2022-06-10 08:54:00,C13469525384,1.11E+15,,               ,$8.33 ,2022-06-10 13:16:00
1431,2022-06-10 08:55:00,C13475014000,1.11E+15,,Hourly         ,$2.12 ,2022-06-10 09:47:00
1432,2022-06-10 08:58:00,C13469870746,0,,Hourly         ,$0.00 ,2022-06-10 18:21:00
1433,2022-06-10 09:01:00,C13566091244,0,,Season         ,$0.00 ,2022-06-10 18:43:00
1434,2022-06-10 09:01:00,C13474437302,0,,Season         ,$0.00 ,2022-06-10 12:19:00
1436,2022-06-10 09:15:00,C13565859601,1.11E+15,,               ,$18.06 ,2022-06-10 19:23:00
1437,2022-06-10 09:33:00,C13388779933,0,,Hourly         ,$0.00 ,2022-06-10 09:43:00
1438,2022-06-10 09:34:00,C13473787109,0,,Season         ,$0.00 ,2022-06-10 17:31:00
1439,2022-06-10 09:36:00,C13565877076,1.11E+15,,Hourly         ,$7.91 ,2022-06-10 12:30:00
1440,2022-06-10 09:37:00,C13474802710,0,,Season         ,$0.00 ,2022-06-10 19:03:00
1442,2022-06-10 09:46:00,C13474503499,0,,Season         ,$0.00 ,2022-06-10 15:09:00
1444,2022-06-10 09:49:00,C13566533264,0,,Season         ,$0.00 ,2022-06-10 18:07:00
1445,2022-06-10 10:00:00,C13474017112,0,,Season         ,$0.00 ,2022-06-10 11:50:00
1446,2022-06-10 10:11:00,C13473132573,0,,Season         ,$0.00 ,2022-06-10 17:47:00
1447,2022-06-10 10:12:00,C13396266712,0,,Hourly         ,$0.00 ,2022-06-10 10:16:00
1448,2022-06-10 10:14:00,C13468986237,1.11E+15,,Hourly         ,$10.44 ,2022-06-10 13:51:00
1450,2022-06-10 10:16:00,C13472623523,1.11E+15,,Hourly         ,$7.66 ,2022-06-10 12:57:00
1451,2022-06-10 10:31:00,C13388279647,1.00E+15,,Hourly         ,$12.08 ,2022-06-10 14:47:00
1452,2022-06-10 10:35:00,C13470650172,0,,Season         ,$0.00 ,2022-06-10 14:50:00
1453,2022-06-10 10:36:00,C13565788362,0,,Season         ,$0.00 ,2022-06-10 11:23:00
1454,2022-06-10 10:48:00,C13470532956,1.11E+15,,Hourly         ,$10.80 ,2022-06-10 14:32:00
1455,2022-06-10 10:54:00,C13472791689,1.11E+15,,Hourly         ,$9.64 ,2022-06-10 14:09:00
1456,2022-06-10 11:06:00,C13388415937,1.11E+15,,Hourly         ,$2.95 ,2022-06-10 12:04:00
1458,2022-06-10 11:24:00,C13470548119,0,,Season         ,$0.00 ,2022-06-10 12:31:00
1459,2022-06-10 11:34:00,C13472839887,0,,Season         ,$0.00 ,2022-06-10 14:04:00
1460,2022-06-10 11:37:00,C13475230101,1.11E+15,,Hourly         ,$5.95 ,2022-06-10 13:36:00
1461,2022-06-10 11:41:00,C13470750004,1.11E+15,,Hourly         ,$7.35 ,2022-06-10 14:09:00
1462,2022-06-10 11:49:00,C13470871214,1.11E+15,,Hourly         ,$1.80 ,2022-06-10 12:24:00
1465,2022-06-10 11:51:00,C13472990276,0,,Season         ,$0.00 ,2022-06-10 15:56:00
1466,2022-06-10 12:04:00,C13474365701,1.11E+15,,Hourly         ,$5.96 ,2022-06-10 14:03:00
1469,2022-06-10 12:19:00,C13472299008,0,,Season         ,$0.00 ,2022-06-10 18:00:00
1479,2022-06-10 13:58:00,C13474031805,0,,Season         ,$0.00 ,2022-06-10 18:27:00
1484,2022-06-10 14:11:00,C13474114661,0,,Season         ,$0.00 ,2022-06-10 18:35:00
1485,2022-06-10 14:19:00,C13565771994,1.11E+15,,Hourly         ,$1.52 ,2022-06-10 14:57:00
1487,2022-06-10 14:35:00,C13470311378,1.11E+15,,Hourly         ,$2.36 ,2022-06-10 15:34:00
1489,2022-06-10 14:49:00,C13474865823,1.01E+15,,Hourly         ,$3.68 ,2022-06-10 16:21:00
1491,2022-06-10 14:55:00,C13473597394,1.11E+15,,Hourly         ,$1.28 ,2022-06-10 15:26:00
1498,2022-06-10 16:27:00,C13471372171,0,,Hourly         ,$0.00 ,2022-06-10 16:30:00
1500,2022-06-10 16:40:00,C13470650172,0,,Season         ,$0.00 ,2022-06-13 09:15:00
1503,2022-06-10 17:15:00,C13468343612,0,,Season         ,$0.00 ,2022-06-10 17:23:00
1506,2022-06-10 17:29:00,C13472910268,0,,Hourly         ,$0.00 ,2022-06-10 17:38:00
1507,2022-06-10 17:29:00,C13470243670,1.11E+15,,Hourly         ,$4.24 ,2022-06-10 23:27:00
1512,2022-06-10 17:40:00,C13472910268,0,,Hourly         ,$0.00 ,2022-06-10 17:48:00
1524,2022-06-10 18:27:00,C13474486703,0,,Hourly         ,$0.00 ,2022-06-10 18:29:00
1526,2022-06-10 18:30:00,C13470542814,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 19:25:00
1527,2022-06-10 18:33:00,C13474571374,0,,Hourly         ,$0.00 ,2022-06-10 18:34:00
1531,2022-06-10 18:35:00,C13475274339,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:01:00
1534,2022-06-10 18:56:00,C13474691731,1.11E+15,,               ,$2.10 ,2022-06-10 21:10:00
1536,2022-06-10 18:57:00,C13388604136,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:28:00
1540,2022-06-10 19:03:00,C13474519787,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:28:00
1541,2022-06-10 19:04:00,C13466988909,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 22:42:00
1542,2022-06-10 19:04:00,C13474169811,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:03:00
1545,2022-06-10 19:31:00,C13474708744,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 20:45:00
1546,2022-06-10 19:34:00,C13469845145,1.00E+15,,Hourly         ,$3.00 ,2022-06-10 23:59:00
1547,2022-06-10 19:37:00,C13474797826,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:05:00
1548,2022-06-10 19:45:00,C13471684909,1.11E+15,,Hourly         ,$3.20 ,2022-06-11 00:03:00
1549,2022-06-10 19:47:00,C13471197452,1.11E+15,,Hourly         ,$4.95 ,2022-06-11 00:38:00
1550,2022-06-10 19:54:00,C13566002960,1.11E+15,,Hourly         ,$4.70 ,2022-06-11 00:33:00
1552,2022-06-10 20:01:00,C13475211390,1.11E+15,,Hourly         ,$3.75 ,2022-06-11 00:14:00
1553,2022-06-10 20:03:00,C13566468362,1.11E+15,,Hourly         ,$3.95 ,2022-06-11 00:18:00
1554,2022-06-10 20:09:00,C13475165991,1.01E+15,,Hourly         ,$3.00 ,2022-06-10 23:11:00
1555,2022-06-10 20:09:00,C13474540014,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 23:45:00
1556,2022-06-10 20:10:00,C13468910783,1.11E+15,,Hourly         ,$3.25 ,2022-06-11 00:04:00
1557,2022-06-10 20:12:00,C13472087777,1.11E+15,,Hourly         ,$3.10 ,2022-06-11 00:01:00
1558,2022-06-10 20:12:00,C13472366305,1.11E+15,,Hourly         ,$3.10 ,2022-06-11 00:01:00
1559,2022-06-10 20:14:00,C13472593954,1.11E+15,,Hourly         ,$3.25 ,2022-06-11 00:04:00
1560,2022-06-10 20:18:00,C13472077290,1.11E+15,,Hourly         ,$3.95 ,2022-06-11 00:18:00
1561,2022-06-10 20:21:00,C13474704643,1.11E+15,,Hourly         ,$3.10 ,2022-06-11 00:02:00
1562,2022-06-10 20:23:00,C13471993980,1.11E+15,,Hourly         ,$3.30 ,2022-06-11 00:05:00
1563,2022-06-10 20:29:00,C13473595967,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 22:34:00
1564,2022-06-10 20:30:00,C13469415509,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 22:17:00
1565,2022-06-10 20:31:00,C13566547825,1.11E+15,,Hourly         ,$4.85 ,2022-06-11 00:37:00
1566,2022-06-10 20:31:00,C13472987504,1.11E+15,,Hourly         ,$3.20 ,2022-06-11 00:04:00
1567,2022-06-10 20:44:00,C13470136873,1.11E+15,,Hourly         ,$3.20 ,2022-06-11 00:03:00
1570,2022-06-10 21:01:00,C13466426155,1.11E+15,,Hourly         ,$3.80 ,2022-06-11 00:15:00
1571,2022-06-10 21:03:00,C13472684118,1.11E+15,,Hourly         ,$3.10 ,2022-06-11 00:01:00
1578,2022-06-10 21:35:00,C13565775741,1.11E+15,,Hourly         ,$3.10 ,2022-06-11 00:01:00
1579,2022-06-10 21:56:00,C13469182989,0,,Season         ,$0.00 ,2022-06-11 01:25:00
1582,2022-06-10 22:42:00,C13474279412,1.11E+15,,Hourly         ,$3.80 ,2022-06-11 00:15:00
1608,2022-06-11 07:30:00,C13566533264,0,,Season         ,$0.00 ,2022-06-11 12:15:00
1609,2022-06-11 08:11:00,C13471891516,0,,Season         ,$0.00 ,2022-06-11 10:04:00
1610,2022-06-11 09:13:00,C13566156008,0,,Hourly         ,$0.00 ,2022-06-11 09:22:00
1611,2022-06-11 09:13:00,C13389068414,1.11E+15,,Hourly         ,$3.08 ,2022-06-11 10:30:00
1612,2022-06-11 09:14:00,C13473885541,0,,               ,$0.00 ,2022-06-11 09:15:00
1615,2022-06-11 09:23:00,C13475317420,1.11E+15,,Hourly         ,$16.72 ,2022-06-11 16:20:00
1616,2022-06-11 09:57:00,C13566352539,0,,Season         ,$0.00 ,2022-06-11 10:09:00
1618,2022-06-11 10:06:00,C13469283920,1.11E+15,,Hourly         ,$11.16 ,2022-06-11 14:44:00
1619,2022-06-11 10:07:00,C111752345678789,1.11E+15,,Hourly         ,$11.08 ,2022-06-11 14:44:00
1621,2022-06-11 10:14:00,C13472814929,0,,Season         ,$0.00 ,2022-06-11 12:51:00
1623,2022-06-11 10:42:00,C13473907785,1.11E+15,,Hourly         ,$6.92 ,2022-06-11 13:35:00
1624,2022-06-11 11:21:00,C13895966539,1.11E+15,,Hourly         ,$5.12 ,2022-06-11 13:29:00
