S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
1558,2022-06-22 08:51:00,C13473807141,0,,Hourly         ,$0.00 ,2022-06-22 08:51:00
1560,2022-06-22 09:00:00,C13467917350,1.11E+15,,Hourly         ,$22.40 ,2022-06-22 17:35:00
1561,2022-06-22 09:26:00,C13472687211,0,,Season         ,$0.00 ,2022-06-22 22:47:00
1562,2022-06-22 09:31:00,C13471352735,0,,Season         ,$0.00 ,2022-06-22 14:52:00
1563,2022-06-22 09:31:00,C13372934045,1.11E+15,,Hourly         ,$3.36 ,2022-06-22 10:54:00
1564,2022-06-22 09:36:00,C13473487372,0,,Hourly         ,$0.00 ,
1566,2022-06-22 09:51:00,C13472852699,0,,Hourly         ,$0.00 ,2022-06-22 09:53:00
1567,2022-06-22 09:51:00,C13474806976,1.11E+15,,Hourly         ,$7.76 ,2022-06-22 12:39:00
1568,2022-06-22 09:51:00,C13566289054,0,,Season         ,$0.00 ,2022-06-22 23:26:00
1570,2022-06-22 09:56:00,C13468197966,0,,Hourly         ,$0.00 ,2022-06-22 09:56:00
1572,2022-06-22 10:07:00,C13471487679,0,,Season         ,$0.00 ,2022-06-22 15:13:00
1573,2022-06-22 10:38:00,C13473105322,1.11E+15,,Hourly         ,$4.28 ,2022-06-22 12:07:00
1574,2022-06-22 10:38:00,C13565949559,1.11E+15,,Hourly         ,$5.23 ,2022-06-22 12:26:00
1575,2022-06-22 10:40:00,C13566513884,0,,Hourly         ,$0.00 ,2022-06-22 10:42:00
1577,2022-06-22 10:47:00,C13388825351,1.11E+15,,Hourly         ,$0.87 ,2022-06-22 11:06:00
1580,2022-06-22 11:16:00,C13473435983,1.11E+15,,Hourly         ,$3.90 ,2022-06-22 12:33:00
1581,2022-06-22 11:37:00,C13471574874,0,,Season         ,$0.00 ,2022-06-22 17:16:00
1582,2022-06-22 11:39:00,C13388320188,0,,Hourly         ,$0.00 ,2022-06-22 11:42:00
1588,2022-06-22 12:47:00,C13388628631,1.11E+15,,Hourly         ,$1.05 ,2022-06-22 13:08:00
1589,2022-06-22 13:05:00,C13471008784,0,,Hourly         ,$0.00 ,2022-06-22 13:06:00
1593,2022-06-22 14:06:00,C13473095737,0,,Season         ,$0.00 ,2022-06-22 23:26:00
1594,2022-06-22 14:16:00,C13471954827,0,,Hourly         ,$0.00 ,2022-06-22 14:17:00
1596,2022-06-22 14:29:00,C13473222629,0,,Hourly         ,$0.00 ,2022-06-22 14:29:00
1598,2022-06-22 14:49:00,C13388770663,0,,Hourly         ,$0.00 ,2022-06-22 14:49:00
1602,2022-06-22 15:27:00,C13565806429,1.11E+15,,Hourly         ,$2.84 ,2022-06-22 16:37:00
1603,2022-06-22 16:35:00,C13475093234,0,,Hourly         ,$0.00 ,2022-06-22 16:42:00
1609,2022-06-22 17:37:00,C13474539214,0,,               ,$0.00 ,2022-06-22 17:43:00
1612,2022-06-22 18:03:00,C13475083243,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 21:45:00
1613,2022-06-22 18:40:00,C13474727090,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 22:08:00
1614,2022-06-22 18:43:00,C13470238605,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 21:48:00
1615,2022-06-22 18:50:00,C13474793594,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 22:02:00
1616,2022-06-22 18:53:00,C13565986494,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 22:04:00
1617,2022-06-22 18:53:00,C13566177343,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 21:44:00
1618,2022-06-22 19:00:00,C13473092725,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 22:04:00
1619,2022-06-22 19:17:00,C13471185679,1.11E+15,,Hourly         ,$3.00 ,2022-06-22 22:30:00
1620,2022-06-22 20:59:00,C13396316004,0,,Hourly         ,$0.00 ,2022-06-22 21:01:00
1622,2022-06-22 21:37:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-22 21:39:00
1631,2022-06-22 22:18:00,C13475542382,0,,Hourly         ,$0.00 ,2022-06-22 22:20:00
1637,2022-06-23 07:53:00,C13471481483,0,,Season         ,$0.00 ,2022-06-23 17:36:00
1638,2022-06-23 07:58:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-23 07:58:00
1640,2022-06-23 08:35:00,C13474433811,1.11E+15,,Hourly         ,$21.64 ,2022-06-23 16:50:00
1641,2022-06-23 08:37:00,C13474676116,0,,Hourly         ,$0.00 ,2022-06-23 08:38:00
1643,2022-06-23 08:41:00,C13474341131,0,,Hourly         ,$0.00 ,2022-06-23 08:48:00
1645,2022-06-23 08:45:00,C13467917350,1.11E+15,,Hourly         ,$21.24 ,2022-06-23 16:50:00
1644,2022-06-23 08:45:00,C13475629551,1.11E+15,,Hourly         ,$22.00 ,2022-06-23 17:09:00
1647,2022-06-23 08:50:00,C13472230526,0,,Hourly         ,$0.00 ,2022-06-23 08:51:00
1649,2022-06-23 08:54:00,C13474298858,0,,Hourly         ,$0.00 ,2022-06-23 08:54:00
1651,2022-06-23 09:35:00,C13472687211,0,,Season         ,$0.00 ,2022-06-23 18:07:00
1653,2022-06-23 09:45:00,C13566289054,0,,Season         ,$0.00 ,2022-06-23 20:09:00
1652,2022-06-23 09:45:00,C13374300805,1.11E+15,,Hourly         ,$5.50 ,2022-06-23 11:49:00
1654,2022-06-23 10:24:00,C13474032318,1.00E+15,,Hourly         ,$1.64 ,2022-06-23 11:03:00
1655,2022-06-23 10:26:00,C13473219601,1.11E+15,,Hourly         ,$0.76 ,2022-06-23 10:44:00
1656,2022-06-23 10:40:00,C13472078830,1.11E+15,,Hourly         ,$2.20 ,2022-06-23 11:27:00
1658,2022-06-23 10:49:00,C13475581304,1.11E+15,,Hourly         ,$2.29 ,2022-06-23 11:36:00
1659,2022-06-23 11:02:00,C13471574874,0,,Season         ,$0.00 ,2022-06-23 13:50:00
1661,2022-06-23 11:23:00,C13474022903,0,,Season         ,$0.00 ,2022-06-23 15:30:00
1665,2022-06-23 13:04:00,C13565716792,1.11E+15,,Hourly         ,$9.64 ,2022-06-23 16:50:00
1666,2022-06-23 13:17:00,C13474400977,0,,Hourly         ,$0.00 ,2022-06-23 13:17:00
1668,2022-06-23 13:40:00,C13473885442,1.11E+15,,Hourly         ,$6.24 ,2022-06-23 16:10:00
1670,2022-06-23 14:11:00,C13473095737,0,,Season         ,$0.00 ,2022-06-23 22:20:00
1672,2022-06-23 15:32:00,C13471574874,0,,Season         ,$0.00 ,2022-06-23 16:37:00
1673,2022-06-23 15:34:00,C13474782423,0,,Hourly         ,$0.00 ,2022-06-23 15:41:00
1676,2022-06-23 16:16:00,C13475618497,0,,Hourly         ,$0.00 ,2022-06-23 16:16:00
1684,2022-06-23 17:47:00,C13471854441,1.11E+15,,Hourly         ,$3.52 ,2022-06-23 22:25:00
1686,2022-06-23 18:13:00,C13470357883,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 21:02:00
1687,2022-06-23 18:20:00,C13472081899,0,,Hourly         ,$0.00 ,2022-06-23 18:21:00
1689,2022-06-23 18:30:00,C13396270878,0,,Hourly         ,$0.00 ,2022-06-23 18:30:00
1690,2022-06-23 18:30:00,C13471538119,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 22:09:00
1692,2022-06-23 18:30:00,C13472081899,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 20:21:00
1693,2022-06-23 18:31:00,C13565750602,0,,Hourly         ,$0.00 ,2022-06-23 18:31:00
1695,2022-06-23 18:34:00,C13473676737,0,,Hourly         ,$0.00 ,2022-06-23 18:34:00
1697,2022-06-23 18:45:00,C13470992289,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 22:38:00
1698,2022-06-23 18:56:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-23 22:26:00
1699,2022-06-23 18:56:00,C13469036654,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 21:19:00
1700,2022-06-23 18:58:00,C13565972882,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 22:07:00
1701,2022-06-23 18:58:00,C13469845757,1.11E+15,,Hourly         ,$3.00 ,2022-06-23 20:40:00
1702,2022-06-23 19:06:00,C13473021098,0,,Hourly         ,$0.00 ,2022-06-23 19:08:00
1709,2022-06-23 21:20:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-23 21:21:00
1711,2022-06-23 21:22:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-23 21:22:00
1719,2022-06-24 08:13:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-24 08:14:00
1720,2022-06-24 08:13:00,C13471481483,0,,Season         ,$0.00 ,2022-06-24 17:53:00
1722,2022-06-24 08:54:00,C13471225255,1.11E+15,,Hourly         ,$21.68 ,2022-06-24 17:10:00
1723,2022-06-24 09:09:00,C13388567193,1.11E+15,,Hourly         ,$3.68 ,2022-06-24 10:40:00
1724,2022-06-24 09:37:00,C13471487679,0,,Season         ,$0.00 ,2022-06-24 16:58:00
1725,2022-06-24 09:39:00,C13473110889,1.11E+15,,Hourly         ,$1.96 ,2022-06-24 10:28:00
1726,2022-06-24 09:39:00,C13566289054,0,,Season         ,$0.00 ,2022-06-24 18:13:00
1727,2022-06-24 09:39:00,C13472687211,0,,Season         ,$0.00 ,2022-06-24 18:55:00
1728,2022-06-24 09:41:00,C13474053108,1.11E+15,,Hourly         ,$2.40 ,2022-06-24 10:41:00
1729,2022-06-24 09:46:00,C13374300805,1.11E+15,,Hourly         ,$5.11 ,2022-06-24 11:42:00
1730,2022-06-24 09:46:00,C13468784952,1.11E+15,,Hourly         ,$3.21 ,2022-06-24 11:04:00
1731,2022-06-24 09:57:00,C13475023788,1.00E+15,,Hourly         ,$2.67 ,2022-06-24 11:02:00
1732,2022-06-24 09:58:00,C13474726043,1.11E+15,,Hourly         ,$1.36 ,2022-06-24 10:32:00
1733,2022-06-24 10:08:00,C13472467210,1.11E+15,,Hourly         ,$2.73 ,2022-06-24 11:12:00
1734,2022-06-24 10:17:00,C13566081683,1.11E+15,,Hourly         ,$2.12 ,2022-06-24 11:07:00
1739,2022-06-24 10:47:00,C13473885442,1.11E+15,,Hourly         ,$3.12 ,2022-06-24 11:51:00
1742,2022-06-24 11:05:00,C13472320202,0,,Hourly         ,$0.00 ,2022-06-24 11:06:00
1746,2022-06-24 11:19:00,C13474860726,1.11E+15,,Hourly         ,$1.10 ,2022-06-24 11:41:00
1747,2022-06-24 11:19:00,C13474965352,0,,Hourly         ,$0.00 ,2022-06-24 11:20:00
1752,2022-06-24 12:07:00,C13469301536,1.11E+15,,Hourly         ,$0.60 ,2022-06-24 12:19:00
1754,2022-06-24 12:19:00,C13388956437,1.11E+15,,Hourly         ,$3.50 ,2022-06-24 13:29:00
1755,2022-06-24 12:52:00,C13469393606,0,,Hourly         ,$0.00 ,2022-06-24 12:53:00
1756,2022-06-24 12:52:00,C13470689515,0,,Season         ,$0.00 ,2022-06-24 17:47:00
1758,2022-06-24 13:07:00,C13474802619,0,,Hourly         ,$0.00 ,2022-06-24 13:08:00
1761,2022-06-24 13:32:00,C13472623002,0,,Hourly         ,$0.00 ,2022-06-24 13:32:00
1763,2022-06-24 14:45:00,C13473095737,0,,Season         ,$0.00 ,2022-06-24 18:12:00
1764,2022-06-24 15:14:00,C13475110303,1.11E+15,,Hourly         ,$9.64 ,2022-06-24 19:12:00
1765,2022-06-24 16:25:00,C13473710534,0,,Hourly         ,$0.00 ,2022-06-24 16:25:00
1773,2022-06-24 18:43:00,C13566500122,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 22:31:00
1774,2022-06-24 18:47:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-24 21:39:00
1775,2022-06-24 18:54:00,C13472193623,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 22:23:00
1777,2022-06-24 18:57:00,C13470726427,0,,Hourly         ,$0.00 ,2022-06-24 18:57:00
1779,2022-06-24 19:02:00,C13473122902,0,,Hourly         ,$0.00 ,2022-06-24 19:02:00
1782,2022-06-24 19:56:00,C13474437485,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 23:50:00
1783,2022-06-24 21:07:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-24 21:09:00
1785,2022-06-24 21:10:00,C13475483568,0,,Hourly         ,$0.00 ,2022-06-24 21:13:00
1787,2022-06-24 21:13:00,C13061278616,0,,Hourly         ,$0.00 ,2022-06-24 21:16:00
1789,2022-06-24 21:21:00,C13471470587,0,,Hourly         ,$0.00 ,2022-06-24 21:28:00
1790,2022-06-24 21:27:00,C13565785136,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 21:49:00
1793,2022-06-24 21:47:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-24 21:48:00
1797,2022-06-24 22:28:00,C13470726427,0,,Hourly         ,$0.00 ,2022-06-24 22:29:00
1800,2022-06-24 22:35:00,C13475483568,1.11E+15,,Hourly         ,$3.00 ,2022-06-24 23:04:00
1801,2022-06-24 22:45:00,C13472687774,8.01E+15,,Hourly         ,$3.00 ,2022-06-24 22:58:00
1805,2022-06-25 08:04:00,C13474545337,1.11E+15,,Hourly         ,$7.64 ,2022-06-25 11:14:00
1806,2022-06-25 08:49:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-25 08:51:00
1808,2022-06-25 09:05:00,C13470645165,1.11E+15,,Hourly         ,$0.48 ,2022-06-25 09:16:00
1810,2022-06-25 09:17:00,C13472230526,0,,Hourly         ,$0.00 ,2022-06-25 09:18:00
1812,2022-06-25 09:34:00,C13374300805,1.11E+15,,Hourly         ,$2.80 ,2022-06-25 10:43:00
1813,2022-06-25 09:36:00,C13474852236,0,,Hourly         ,$0.00 ,2022-06-25 09:37:00
1815,2022-06-25 09:38:00,C13473970954,1.11E+15,,Hourly         ,$12.12 ,2022-06-25 14:40:00
1816,2022-06-25 10:06:00,C13474197292,1.11E+15,,Hourly         ,$10.96 ,2022-06-25 14:40:00
1817,2022-06-25 10:12:00,C13566028281,0,,Hourly         ,$0.00 ,2022-06-25 10:13:00
1819,2022-06-25 10:19:00,C13566531317,0,,Hourly         ,$0.00 ,2022-06-25 10:27:00
1821,2022-06-25 10:29:00,C13388246978,1.11E+15,,Hourly         ,$2.64 ,2022-06-25 11:35:00
1823,2022-06-25 11:13:00,C13474400959,1.11E+15,,Hourly         ,$9.44 ,2022-06-25 15:08:00
1826,2022-06-25 11:36:00,C13475337387,0,,Hourly         ,$0.00 ,2022-06-25 11:37:00
1828,2022-06-25 12:02:00,C13566285566,0,,Hourly         ,$0.00 ,2022-06-25 12:02:00
1830,2022-06-25 12:08:00,C13389051203,0,,Hourly         ,$0.00 ,2022-06-25 12:16:00
1832,2022-06-25 12:58:00,C13473539982,1.01E+15,,Hourly         ,$3.00 ,2022-06-25 14:12:00
1833,2022-06-25 13:13:00,C13565839916,1.11E+15,,Hourly         ,$1.00 ,2022-06-25 13:38:00
1837,2022-06-25 13:57:00,C13566094024,0,,Hourly         ,$0.00 ,
1836,2022-06-25 13:57:00,C13474366806,0,,Hourly         ,$0.00 ,
1835,2022-06-25 13:57:00,C13566082566,0,,Hourly         ,$0.00 ,2022-06-25 13:58:00
1842,2022-06-25 14:32:00,C13565687597,0,,Hourly         ,$0.00 ,2022-06-25 14:35:00
1846,2022-06-25 14:46:00,C13469129466,0,,Hourly         ,$0.00 ,2022-06-25 18:27:00
1849,2022-06-25 15:10:00,C13473883678,0,,Hourly         ,$0.00 ,2022-06-25 15:11:00
1851,2022-06-25 15:18:00,C13472523903,0,,Hourly         ,$0.00 ,2022-06-25 15:19:00
1853,2022-06-25 15:33:00,C13473129446,0,,Hourly         ,$0.00 ,2022-06-25 15:34:00
1855,2022-06-25 17:35:00,C13474242652,0,,Hourly         ,$0.00 ,2022-06-25 17:36:00
1857,2022-06-25 17:40:00,C13473164732,0,,Hourly         ,$0.00 ,2022-06-25 17:40:00
1859,2022-06-25 18:26:00,C13469129466,0,,Hourly         ,$0.00 ,2022-06-25 18:27:00
1861,2022-06-25 19:14:00,C13475129387,0,,Hourly         ,$0.00 ,2022-06-25 19:16:00
1863,2022-06-25 21:01:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-25 21:02:00
1865,2022-06-25 21:21:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-25 21:22:00
1867,2022-06-26 08:42:00,C13396290998,0,,Hourly         ,$0.00 ,2022-06-26 08:42:00
1869,2022-06-26 09:18:00,C13473639197,1.11E+15,,Hourly         ,$7.24 ,2022-06-26 12:19:00
1870,2022-06-26 09:18:00,C13474927253,1.11E+15,,Hourly         ,$3.64 ,2022-06-26 10:49:00
1871,2022-06-26 09:19:00,C13469215604,1.11E+15,,Hourly         ,$3.92 ,2022-06-26 10:57:00
1872,2022-06-26 09:20:00,C13566060225,1.11E+15,,Hourly         ,$4.60 ,2022-06-26 11:15:00
1873,2022-06-26 09:22:00,C13472320359,1.11E+15,,Hourly         ,$3.80 ,2022-06-26 10:57:00
1874,2022-06-26 09:23:00,C13566082566,0,,Hourly         ,$0.00 ,2022-06-26 09:23:00
1876,2022-06-26 09:30:00,C13566389630,0,,Hourly         ,$0.00 ,2022-06-26 09:32:00
1878,2022-06-26 09:38:00,C13474134807,1.11E+15,,Hourly         ,$2.64 ,2022-06-26 10:43:00
1879,2022-06-26 09:43:00,C13471133747,1.11E+15,,Hourly         ,$3.80 ,2022-06-26 11:18:00
1880,2022-06-26 09:44:00,C13468925568,0,,Hourly         ,$0.00 ,
1882,2022-06-26 09:58:00,C13469405213,1.11E+15,,Hourly         ,$2.52 ,2022-06-26 11:00:00
1883,2022-06-26 10:11:00,C13472863986,1.11E+15,,Hourly         ,$10.40 ,2022-06-26 14:31:00
1884,2022-06-26 10:36:00,C13472354540,0,,Hourly         ,$0.00 ,2022-06-26 10:36:00
1893,2022-06-26 11:32:00,C13566382114,1.11E+15,,Hourly         ,$0.56 ,2022-06-26 11:46:00
1896,2022-06-26 12:43:00,C13566013670,1.11E+15,,Hourly         ,$3.72 ,2022-06-26 14:16:00
1898,2022-06-26 14:25:00,C13471325071,0,,Hourly         ,$0.00 ,2022-06-26 14:26:00
1900,2022-06-26 14:26:00,C13473578248,0,,Hourly         ,$0.00 ,2022-06-26 14:26:00
1903,2022-06-26 16:41:00,C13473593953,0,,Hourly         ,$0.00 ,2022-06-26 16:41:00
1905,2022-06-26 17:33:00,C13060200173,0,,Hourly         ,$0.00 ,2022-06-26 17:38:00
1907,2022-06-26 18:15:00,C13475347625,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 18:27:00
1909,2022-06-26 18:30:00,C13566013670,0,,Hourly         ,$0.00 ,2022-06-26 18:32:00
1911,2022-06-26 19:51:00,C13472354540,0,,Hourly         ,$0.00 ,2022-06-26 19:51:00
1913,2022-06-26 22:38:00,C13470846621,0,,Hourly         ,$0.00 ,2022-06-26 22:38:00
1915,2022-06-26 22:39:00,C13472446173,0,,Hourly         ,$0.00 ,2022-06-26 22:40:00
1917,2022-06-26 22:40:00,C13566389630,0,,Hourly         ,$0.00 ,2022-06-26 22:41:00
1919,2022-06-26 22:58:00,C13475206861,1.11E+15,,Hourly         ,$3.00 ,2022-06-26 23:17:00
1920,2022-06-26 23:15:00,C13473318488,0,,Hourly         ,$0.00 ,2022-06-26 23:16:00
1923,2022-06-26 23:39:00,C13566082566,0,,Hourly         ,$0.00 ,2022-06-26 23:39:00
1925,2022-06-27 07:34:00,C13470689515,0,,Season         ,$0.00 ,2022-06-27 17:56:00
1926,2022-06-27 07:36:00,C13472695957,1.11E+15,,Hourly         ,$24.80 ,2022-06-27 17:10:00
1927,2022-06-27 08:12:00,C13470877311,1.11E+15,,Hourly         ,$23.04 ,2022-06-27 17:02:00
1928,2022-06-27 08:23:00,C13474368656,1.11E+15,,Hourly         ,$22.80 ,2022-06-27 17:07:00
1929,2022-06-27 08:43:00,C13466362794,0,,               ,$0.00 ,2022-06-27 18:12:00
1930,2022-06-27 08:58:00,C13388578670,1.11E+15,,Hourly         ,$0.96 ,2022-06-27 09:21:00
1931,2022-06-27 09:12:00,C13472687211,0,,Season         ,$0.00 ,2022-06-27 18:35:00
1933,2022-06-27 09:29:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-27 09:34:00
1934,2022-06-27 09:34:00,C13475142223,0,,Hourly         ,$0.00 ,2022-06-27 09:35:00
1937,2022-06-27 09:45:00,C13474474229,1.11E+15,,Hourly         ,$5.65 ,2022-06-27 11:52:00
1938,2022-06-27 09:50:00,C13469945810,1.11E+15,,Hourly         ,$1.92 ,2022-06-27 10:37:00
1939,2022-06-27 09:51:00,C13470848848,1.11E+15,,Hourly         ,$1.56 ,2022-06-27 10:30:00
1940,2022-06-27 10:00:00,C13566452521,0,,Hourly         ,$0.00 ,2022-06-27 10:01:00
1941,2022-06-27 10:01:00,C13473942541,0,,Hourly         ,$0.00 ,2022-06-27 10:02:00
1944,2022-06-27 10:07:00,C13472017073,1.11E+15,,               ,$7.43 ,2022-06-27 13:49:00
1945,2022-06-27 10:21:00,C13389058043,1.11E+15,,Hourly         ,$2.31 ,2022-06-27 11:14:00
1949,2022-06-27 11:24:00,C13473732778,1.11E+15,,Hourly         ,$1.15 ,2022-06-27 11:46:00
1950,2022-06-27 11:25:00,C13388817918,1.11E+15,,Hourly         ,$1.75 ,2022-06-27 12:00:00
1951,2022-06-27 11:35:00,C13473388874,1.11E+15,,Hourly         ,$1.30 ,2022-06-27 12:01:00
1953,2022-06-27 11:50:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-27 11:56:00
1954,2022-06-27 11:50:00,C13474710286,0,,Season         ,$0.00 ,2022-06-27 13:06:00
1959,2022-06-27 12:36:00,C13472642333,0,,Hourly         ,$0.00 ,2022-06-27 12:37:00
1961,2022-06-27 12:41:00,C13472774151,0,,Hourly         ,$0.00 ,2022-06-27 12:42:00
1964,2022-06-27 13:48:00,C13470143226,1.11E+15,,Hourly         ,$5.88 ,2022-06-27 16:11:00
1966,2022-06-27 13:50:00,C13473885442,1.11E+15,,Hourly         ,$2.62 ,2022-06-27 14:52:00
1967,2022-06-27 14:19:00,C13473898578,1.11E+15,,Hourly         ,$7.36 ,2022-06-27 17:22:00
1968,2022-06-27 14:24:00,C13474601880,1.11E+15,,Hourly         ,$4.32 ,2022-06-27 16:11:00
1969,2022-06-27 14:24:00,C13473420918,0,,Hourly         ,$0.00 ,2022-06-27 14:25:00
1972,2022-06-27 15:19:00,C13388956437,1.11E+15,,Hourly         ,$2.20 ,2022-06-27 16:13:00
1973,2022-06-27 15:27:00,C13474710286,0,,Season         ,$0.00 ,2022-06-27 16:27:00
1974,2022-06-27 15:44:00,C13475269761,0,,Hourly         ,$0.00 ,2022-06-27 15:44:00
1986,2022-06-27 17:59:00,C13471700785,1.11E+15,,Hourly         ,$3.04 ,2022-06-27 18:13:00
1990,2022-06-27 18:42:00,C13473697532,1.11E+15,,Hourly         ,$3.00 ,2022-06-27 18:55:00
1991,2022-06-27 18:44:00,C13474460634,0,,Hourly         ,$0.00 ,2022-06-27 18:44:00
1994,2022-06-27 19:03:00,C13566594008,0,,Hourly         ,$0.00 ,2022-06-27 19:04:00
1996,2022-06-28 07:28:00,C13472695957,1.11E+15,,Hourly         ,$23.92 ,2022-06-28 16:40:00
1997,2022-06-28 07:40:00,C13470689515,0,,Season         ,$0.00 ,2022-06-28 17:59:00
1998,2022-06-28 07:41:00,C13470877311,1.11E+15,,Hourly         ,$23.24 ,2022-06-28 16:36:00
1999,2022-06-28 07:44:00,C13472532988,0,,Hourly         ,$0.00 ,2022-06-28 07:52:00
2001,2022-06-28 08:04:00,C13474368656,1.11E+15,,Hourly         ,$22.36 ,2022-06-28 16:37:00
2002,2022-06-28 08:11:00,C13474601064,0,,Season         ,$0.00 ,2022-06-28 17:29:00
2003,2022-06-28 08:36:00,C13473141019,1.11E+15,,               ,$15.45 ,2022-06-28 17:02:00
2004,2022-06-28 09:17:00,C13471574874,0,,Season         ,$0.00 ,2022-06-28 15:14:00
2005,2022-06-28 09:26:00,C13472687211,0,,Season         ,$0.00 ,2022-06-28 19:59:00
2006,2022-06-28 09:41:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-28 09:46:00
2007,2022-06-28 09:45:00,C13470750004,1.11E+15,,Hourly         ,$4.95 ,2022-06-28 11:38:00
2009,2022-06-28 09:55:00,C13374300805,1.11E+15,,Hourly         ,$12.24 ,2022-06-28 14:15:00
2010,2022-06-28 09:55:00,C13474063256,0,,Hourly         ,$0.00 ,2022-06-28 09:56:00
2012,2022-06-28 10:02:00,C13475450196,1.11E+15,,Hourly         ,$1.28 ,2022-06-28 10:33:00
2014,2022-06-28 10:40:00,C13389023846,1.11E+15,,Hourly         ,$0.48 ,2022-06-28 10:51:00
2015,2022-06-28 10:43:00,C13474802619,0,,Hourly         ,$0.00 ,2022-06-28 10:44:00
2018,2022-06-28 11:09:00,C13389023846,1.11E+15,,Hourly         ,$3.65 ,2022-06-28 12:21:00
2019,2022-06-28 11:21:00,C13474710286,0,,Season         ,$0.00 ,2022-06-28 15:07:00
2020,2022-06-28 11:29:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-28 11:36:00
2023,2022-06-28 12:12:00,C13469612519,0,,Hourly         ,$0.00 ,2022-06-28 12:13:00
2025,2022-06-28 12:14:00,C13472017073,1.11E+15,,               ,$6.31 ,2022-06-28 15:32:00
2031,2022-06-28 15:45:00,C13470674255,0,,Hourly         ,$0.00 ,2022-06-28 15:47:00
2033,2022-06-28 15:55:00,C13565839916,1.11E+15,,Hourly         ,$3.32 ,2022-06-28 17:17:00
2034,2022-06-28 16:14:00,C13471574874,0,,Season         ,$0.00 ,2022-06-28 21:09:00
2041,2022-06-28 17:31:00,C13473091297,0,,Hourly         ,$0.00 ,2022-06-28 17:32:00
2044,2022-06-28 18:10:00,C13470357883,1.11E+15,,Hourly         ,$3.00 ,2022-06-28 21:35:00
2045,2022-06-28 19:08:00,C13469036654,1.11E+15,,Hourly         ,$3.00 ,2022-06-28 21:24:00
2050,2022-06-29 07:19:00,C13470689515,0,,Season         ,$0.00 ,2022-06-29 14:20:00
2051,2022-06-29 07:23:00,C13474727090,1.11E+15,,Hourly         ,$9.33 ,2022-06-29 11:12:00
2052,2022-06-29 07:25:00,C13471352735,0,,Season         ,$0.00 ,2022-06-29 15:52:00
2053,2022-06-29 07:58:00,C13474793594,1.11E+15,,Hourly         ,$6.24 ,2022-06-29 10:34:00
2054,2022-06-29 08:00:00,C13471481483,0,,Season         ,$0.00 ,2022-06-29 17:24:00
2055,2022-06-29 08:02:00,C13473247520,0,,Hourly         ,$0.00 ,2022-06-29 08:03:00
2057,2022-06-29 08:05:00,C13472230526,0,,Hourly         ,$0.00 ,2022-06-29 08:05:00
2058,2022-06-29 08:05:00,C13565986494,1.11E+15,,Hourly         ,$6.16 ,2022-06-29 10:38:00
2059,2022-06-29 08:05:00,C13473041237,0,,Hourly         ,$0.00 ,2022-06-29 08:05:00
2062,2022-06-29 09:03:00,C13475650086,1.11E+15,,Hourly         ,$15.20 ,2022-06-29 14:37:00
2063,2022-06-29 09:11:00,C13473158652,0,,Hourly         ,$0.00 ,2022-06-29 09:12:00
2065,2022-06-29 09:18:00,C13471487679,0,,Season         ,$0.00 ,2022-06-29 15:11:00
2066,2022-06-29 09:26:00,C13388290709,0,,Hourly         ,$0.00 ,2022-06-29 09:31:00
2067,2022-06-29 09:31:00,C13472035669,                ,,Hourly         ,$20.60 ,2022-06-29 17:20:00
2069,2022-06-29 09:35:00,C13472687211,0,,Season         ,$0.00 ,2022-06-29 21:31:00
