S/NO.,ENTRYDATETIME,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT,EXITDATETIME
524,2022-06-07 09:16:00,C13470689515,0,,Season         ,$0.00 ,2022-06-07 17:25:00
525,2022-06-07 09:22:00,C13472821934,0,,Hourly         ,$0.00 ,2022-06-07 09:22:00
527,2022-06-07 09:23:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-07 19:17:00
528,2022-06-07 09:53:00,C13566289054,0,,Season         ,$0.00 ,2022-06-07 19:42:00
529,2022-06-07 09:55:00,C13388874051,1.11E+15,,Hourly         ,$12.72 ,2022-06-07 14:27:00
530,2022-06-07 10:22:00,C13388628631,1.11E+15,,Hourly         ,$15.28 ,2022-06-07 15:58:00
531,2022-06-07 11:26:00,C13472532988,1.11E+15,,Hourly         ,$5.50 ,2022-06-07 13:15:00
532,2022-06-07 11:29:00,C13471157268,0,,Hourly         ,$0.00 ,2022-06-07 11:31:00
533,2022-06-07 11:31:00,C13472864481,1.11E+15,,Hourly         ,$4.60 ,2022-06-07 13:02:00
536,2022-06-07 11:58:00,C13473247231,0,,Hourly         ,$0.00 ,2022-06-07 11:59:00
539,2022-06-07 13:13:00,C13473095737,0,,Season         ,$0.00 ,2022-06-07 22:18:00
541,2022-06-07 13:38:00,C13066792062,1.11E+15,,Hourly         ,$1.50 ,2022-06-07 15:43:00
542,2022-06-07 13:49:00,C13388894980,0,,Hourly         ,$0.00 ,2022-06-07 13:50:00
544,2022-06-07 13:57:00,C13388746614,1.11E+15,,Hourly         ,$2.83 ,2022-06-07 15:06:00
545,2022-06-07 14:15:00,C13895986545,0,,Hourly         ,$0.00 ,2022-06-07 14:17:00
549,2022-06-07 15:09:00,C13473736770,1.11E+15,,Hourly         ,$9.84 ,2022-06-07 19:18:00
552,2022-06-07 16:30:00,C13388874051,1.11E+15,,Hourly         ,$0.64 ,2022-06-07 16:46:00
560,2022-06-07 19:27:00,C13388874051,0,,Hourly         ,$0.00 ,2022-06-07 19:36:00
564,2022-06-08 07:32:00,C13472695957,1.11E+15,,Hourly         ,$20.08 ,2022-06-08 15:08:00
565,2022-06-08 07:44:00,C13470877311,1.11E+15,,Hourly         ,$25.16 ,2022-06-08 17:27:00
566,2022-06-08 07:59:00,C13475096303,0,,Hourly         ,$0.00 ,2022-06-08 08:00:00
568,2022-06-08 08:02:00,C13565772458,0,,Hourly         ,$0.00 ,2022-06-08 08:03:00
570,2022-06-08 08:21:00,C13474368656,1.11E+15,,Hourly         ,$23.80 ,2022-06-08 17:30:00
571,2022-06-08 08:26:00,C13471481483,0,,Season         ,$0.00 ,2022-06-08 09:27:00
572,2022-06-08 08:34:00,C13388871609,1.00E+15,,Hourly         ,$6.19 ,2022-06-08 11:06:00
573,2022-06-08 08:46:00,C13565800506,1.11E+15,,Hourly         ,$20.96 ,2022-06-08 16:44:00
575,2022-06-08 09:03:00,C13472532988,1.11E+15,,Hourly         ,$3.92 ,2022-06-08 10:40:00
576,2022-06-08 09:03:00,C13471350002,1.11E+15,,               ,$9.86 ,2022-06-08 14:09:00
574,2022-06-08 09:03:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-08 18:29:00
577,2022-06-08 09:20:00,C13472029859,1.11E+15,,Hourly         ,$19.80 ,2022-06-08 16:49:00
578,2022-06-08 09:21:00,C13388802828,1.11E+15,,Hourly         ,$9.26 ,2022-06-08 12:45:00
580,2022-06-08 09:28:00,C13473017775,0,,Hourly         ,$0.00 ,2022-06-08 09:29:00
582,2022-06-08 09:29:00,C13470689515,0,,Season         ,$0.00 ,2022-06-08 16:35:00
583,2022-06-08 09:40:00,C13388101075,0,,Hourly         ,$0.00 ,2022-06-08 09:47:00
584,2022-06-08 09:44:00,C13566289054,0,,Season         ,$0.00 ,2022-06-08 17:48:00
586,2022-06-08 10:00:00,C13388628631,1.11E+15,,Hourly         ,$3.40 ,2022-06-08 11:19:00
587,2022-06-08 10:08:00,C13388716047,0,,Hourly         ,$0.00 ,2022-06-08 10:09:00
589,2022-06-08 10:18:00,C13388710692,0,,Hourly         ,$0.00 ,2022-06-08 10:23:00
591,2022-06-08 10:26:00,C13388746614,1.11E+15,,Hourly         ,$15.24 ,2022-06-08 16:01:00
592,2022-06-08 10:34:00,C13374300805,1.11E+15,,Hourly         ,$9.39 ,2022-06-08 13:46:00
594,2022-06-08 10:59:00,C13474802619,0,,Hourly         ,$0.00 ,2022-06-08 11:00:00
595,2022-06-08 11:00:00,C13396519110,0,,Hourly         ,$0.00 ,2022-06-08 11:00:00
600,2022-06-08 11:54:00,C13470734594,1.11E+15,,Hourly         ,$5.55 ,2022-06-08 13:44:00
601,2022-06-08 12:35:00,C13566487261,1.11E+15,,               ,$7.52 ,2022-06-08 16:41:00
603,2022-06-08 12:47:00,C13566246956,0,,Hourly         ,$0.00 ,2022-06-08 12:47:00
605,2022-06-08 13:24:00,C13474399012,0,,Hourly         ,$0.00 ,2022-06-08 13:26:00
607,2022-06-08 13:28:00,C13473020982,0,,Hourly         ,$0.00 ,2022-06-08 13:29:00
609,2022-06-08 13:42:00,C13388802828,1.11E+15,,Hourly         ,$9.06 ,2022-06-08 17:23:00
612,2022-06-08 13:54:00,C13473095737,0,,Season         ,$0.00 ,2022-06-08 17:47:00
613,2022-06-08 14:03:00,C13388871609,1.00E+15,,Hourly         ,$1.08 ,2022-06-08 14:30:00
615,2022-06-08 14:19:00,C13474787926,1.11E+15,,Hourly         ,$3.80 ,2022-06-08 15:53:00
617,2022-06-08 14:53:00,C13565806429,1.11E+15,,Hourly         ,$2.12 ,2022-06-08 15:46:00
618,2022-06-08 15:06:00,C13469597365,1.11E+15,,Hourly         ,$0.60 ,2022-06-08 15:21:00
620,2022-06-08 15:11:00,C13389058043,1.11E+15,,Hourly         ,$3.32 ,2022-06-08 16:33:00
622,2022-06-08 15:34:00,C13388802844,1.11E+15,,Hourly         ,$4.36 ,2022-06-08 17:23:00
624,2022-06-08 15:48:00,C13374743113,1.11E+15,,Hourly         ,$4.20 ,2022-06-08 17:32:00
632,2022-06-08 16:58:00,C13566112339,1.11E+15,,               ,$3.84 ,2022-06-08 22:01:00
638,2022-06-08 17:32:00,C13469092365,0,,Hourly         ,$0.00 ,2022-06-08 17:33:00
640,2022-06-08 17:39:00,C13474793594,1.11E+15,,Hourly         ,$3.84 ,2022-06-08 21:49:00
643,2022-06-08 18:18:00,C13566177343,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:42:00
644,2022-06-08 18:20:00,C13470238605,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:45:00
646,2022-06-08 18:34:00,C13565986494,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:51:00
647,2022-06-08 18:39:00,C13475083243,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:43:00
648,2022-06-08 18:41:00,C13475367069,0,,Hourly         ,$0.00 ,2022-06-08 18:42:00
650,2022-06-08 18:56:00,C13388804371,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 22:29:00
651,2022-06-08 19:24:00,C13472349748,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:52:00
652,2022-06-08 19:25:00,C13474940453,0,,Hourly         ,$0.00 ,2022-06-08 19:25:00
654,2022-06-08 19:40:00,C13388632301,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:56:00
655,2022-06-08 19:46:00,C13475306514,1.11E+15,,Hourly         ,$3.00 ,2022-06-08 21:52:00
666,2022-06-09 07:38:00,C13475384591,1.11E+15,,Hourly         ,$24.80 ,2022-06-09 17:12:00
667,2022-06-09 08:21:00,C13388871609,1.00E+15,,Hourly         ,$3.14 ,2022-06-09 11:25:00
668,2022-06-09 08:37:00,C13474917814,0,,Hourly         ,$0.00 ,2022-06-09 08:38:00
670,2022-06-09 08:52:00,C13470262339,1.11E+15,,Hourly         ,$21.76 ,2022-06-09 17:10:00
671,2022-06-09 08:52:00,C13472029859,1.11E+15,,Hourly         ,$21.48 ,2022-06-09 17:03:00
672,2022-06-09 08:53:00,C13388802828,1.11E+15,,Hourly         ,$13.38 ,2022-06-09 13:45:00
673,2022-06-09 08:57:00,C13470689515,0,,Season         ,$0.00 ,2022-06-09 10:50:00
674,2022-06-09 08:57:00,C13565800506,1.11E+15,,Hourly         ,$20.96 ,2022-06-09 16:55:00
675,2022-06-09 09:00:00,C13473050947,0,,Hourly         ,$0.00 ,2022-06-09 09:01:00
677,2022-06-09 09:25:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-09 19:42:00
678,2022-06-09 09:26:00,C13472789751,1.11E+15,,Hourly         ,$20.32 ,2022-06-09 17:08:00
679,2022-06-09 09:27:00,C13473886836,1.11E+15,,Hourly         ,$20.48 ,2022-06-09 17:13:00
680,2022-06-09 09:37:00,C13566289054,0,,Season         ,$0.00 ,2022-06-09 18:59:00
681,2022-06-09 09:43:00,C13388305411,1.11E+15,,Hourly         ,$4.53 ,2022-06-09 11:28:00
682,2022-06-09 09:48:00,C13372414725,1.11E+15,,Hourly         ,$3.38 ,2022-06-09 11:09:00
683,2022-06-09 09:48:00,C13475278932,1.11E+15,,Hourly         ,$3.38 ,2022-06-09 11:09:00
684,2022-06-09 09:54:00,C13473960668,1.11E+15,,Hourly         ,$3.14 ,2022-06-09 11:09:00
685,2022-06-09 09:54:00,C13473408700,1.11E+15,,Hourly         ,$5.29 ,2022-06-09 11:52:00
686,2022-06-09 10:13:00,C13388942147,0,,Hourly         ,$0.00 ,2022-06-09 10:13:00
688,2022-06-09 10:14:00,C13388871609,1.00E+15,,Hourly         ,$3.14 ,2022-06-09 11:25:00
689,2022-06-09 10:27:00,C13388942147,1.11E+15,,Hourly         ,$9.07 ,2022-06-09 13:34:00
691,2022-06-09 10:59:00,C13475069953,0,,Hourly         ,$0.00 ,2022-06-09 11:02:00
696,2022-06-09 11:13:00,C13474709577,0,,Hourly         ,$0.00 ,2022-06-09 11:22:00
701,2022-06-09 12:14:00,C13473693762,0,,Hourly         ,$0.00 ,2022-06-09 12:14:00
702,2022-06-09 12:14:00,C13469468386,0,,Hourly         ,$0.00 ,2022-06-09 12:15:00
706,2022-06-09 13:34:00,C13470689515,0,,Season         ,$0.00 ,2022-06-09 16:33:00
707,2022-06-09 13:38:00,C13565773018,0,,Hourly         ,$0.00 ,2022-06-09 13:38:00
710,2022-06-09 14:01:00,C13472839887,0,,Season         ,$0.00 ,2022-06-09 16:07:00
711,2022-06-09 14:02:00,C13473095737,0,,Season         ,$0.00 ,2022-06-09 23:19:00
712,2022-06-09 14:04:00,C13388871609,1.00E+15,,Hourly         ,$1.64 ,2022-06-09 14:44:00
713,2022-06-09 14:04:00,C13374300805,1.11E+15,,Hourly         ,$6.56 ,2022-06-09 16:48:00
714,2022-06-09 14:22:00,C13566072733,1.11E+15,,Hourly         ,$11.72 ,2022-06-09 20:26:00
715,2022-06-09 14:28:00,C13471574874,0,,Season         ,$0.00 ,2022-06-09 19:09:00
718,2022-06-09 16:24:00,C13470650172,0,,Season         ,$0.00 ,2022-06-09 16:47:00
720,2022-06-09 16:42:00,C13471545825,1.11E+15,,Hourly         ,$0.68 ,2022-06-09 16:59:00
730,2022-06-09 17:52:00,C13471538119,1.11E+15,,Hourly         ,$3.32 ,2022-06-09 22:16:00
731,2022-06-09 18:10:00,C13470357883,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:47:00
732,2022-06-09 18:36:00,C13565972882,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:14:00
733,2022-06-09 18:53:00,C13061228298,1.11E+15,,Hourly         ,$1.50 ,2022-06-09 22:49:00
734,2022-06-09 18:54:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-09 23:01:00
735,2022-06-09 18:57:00,C13469036654,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:48:00
737,2022-06-09 19:03:00,C13473727604,0,,Hourly         ,$0.00 ,2022-06-09 19:04:00
739,2022-06-09 19:06:00,C13474808544,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 19:27:00
742,2022-06-09 19:34:00,C13473545279,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 22:27:00
744,2022-06-09 19:47:00,C13474452483,0,,Hourly         ,$0.00 ,2022-06-09 19:48:00
747,2022-06-09 20:35:00,C13388982769,1.11E+15,,Hourly         ,$3.00 ,2022-06-09 21:54:00
748,2022-06-09 21:27:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-09 21:28:00
759,2022-06-10 06:14:00,C13469283758,0,,Hourly         ,$0.00 ,2022-06-10 06:15:00
761,2022-06-10 07:40:00,C13472574659,0,,Hourly         ,$0.00 ,2022-06-10 07:40:00
763,2022-06-10 07:45:00,C13388746614,0,,Hourly         ,$0.00 ,2022-06-10 20:14:00
764,2022-06-10 08:06:00,C13472281022,1.11E+15,,Hourly         ,$22.68 ,2022-06-10 16:47:00
765,2022-06-10 08:13:00,C13475384591,1.11E+15,,Hourly         ,$23.64 ,2022-06-10 17:18:00
766,2022-06-10 08:39:00,C13473886836,1.11E+15,,Hourly         ,$10.59 ,2022-06-10 12:38:00
767,2022-06-10 08:53:00,C13470262339,1.11E+15,,Hourly         ,$22.76 ,2022-06-10 17:36:00
768,2022-06-10 08:56:00,C13469170585,0,,Hourly         ,$0.00 ,2022-06-10 18:35:00
769,2022-06-10 09:01:00,C13388871609,1.00E+15,,Hourly         ,$6.06 ,2022-06-10 11:25:00
770,2022-06-10 09:07:00,C13470689515,0,,Season         ,$0.00 ,2022-06-10 10:26:00
771,2022-06-10 09:16:00,C13472532988,1.11E+15,,Hourly         ,$2.28 ,2022-06-10 10:13:00
772,2022-06-10 09:24:00,C13472789751,1.11E+15,,Hourly         ,$20.88 ,2022-06-10 17:20:00
773,2022-06-10 09:38:00,C13471574874,0,,Season         ,$0.00 ,2022-06-10 16:52:00
774,2022-06-10 09:48:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-10 18:23:00
775,2022-06-10 09:51:00,C13565806429,1.11E+15,,Hourly         ,$13.00 ,2022-06-10 14:30:00
776,2022-06-10 09:57:00,C13472456601,0,,Hourly         ,$0.00 ,2022-06-10 09:59:00
779,2022-06-10 10:16:00,C13388793597,1.00E+15,,Hourly         ,$0.72 ,2022-06-10 10:33:00
780,2022-06-10 10:23:00,C13566045623,1.11E+15,,Hourly         ,$14.00 ,2022-06-10 15:27:00
783,2022-06-10 10:35:00,C13473609695,0,,Hourly         ,$0.00 ,2022-06-10 19:46:00
784,2022-06-10 10:36:00,C13470689515,0,,Season         ,$0.00 ,2022-06-10 11:49:00
785,2022-06-10 11:17:00,C13475332618,0,,Hourly         ,$0.00 ,
787,2022-06-10 11:19:00,C13474710286,0,,Season         ,$0.00 ,2022-06-10 12:53:00
789,2022-06-10 11:26:00,C13396427924,0,,Hourly         ,$0.00 ,2022-06-10 11:27:00
791,2022-06-10 11:43:00,C13473966137,1.11E+15,,Hourly         ,$8.01 ,2022-06-10 14:28:00
793,2022-06-10 12:03:00,C13566330981,1.11E+15,,Hourly         ,$0.80 ,2022-06-10 12:19:00
794,2022-06-10 12:15:00,C13388671276,0,,Hourly         ,$0.00 ,2022-06-10 12:24:00
795,2022-06-10 12:17:00,C13473715847,1.11E+15,,Hourly         ,$14.23 ,2022-06-10 17:46:00
798,2022-06-10 12:28:00,C13472776503,0,,Hourly         ,$0.00 ,2022-06-10 12:29:00
801,2022-06-10 12:49:00,C13473248750,0,,Hourly         ,$0.00 ,2022-06-10 12:50:00
803,2022-06-10 12:52:00,C13565722172,0,,Hourly         ,$0.00 ,2022-06-10 18:24:00
805,2022-06-10 13:17:00,C13374300805,1.11E+15,,Hourly         ,$8.63 ,2022-06-10 16:41:00
806,2022-06-10 13:21:00,C13475163005,0,,Hourly         ,$0.00 ,2022-06-10 13:22:00
808,2022-06-10 13:22:00,C13474839126,0,,Hourly         ,$0.00 ,2022-06-10 13:22:00
810,2022-06-10 13:22:00,C13388871609,1.00E+15,,Hourly         ,$9.06 ,2022-06-10 16:58:00
811,2022-06-10 13:35:00,C13473708240,0,,Season         ,$0.00 ,2022-06-10 17:29:00
812,2022-06-10 13:52:00,C13473886836,1.11E+15,,Hourly         ,$21.28 ,2022-06-13 17:05:00
813,2022-06-10 14:07:00,C13473885525,1.11E+15,,Hourly         ,$2.52 ,2022-06-10 15:10:00
816,2022-06-10 14:46:00,C13470689515,0,,Season         ,$0.00 ,2022-06-10 15:21:00
817,2022-06-10 15:00:00,C13388415937,1.11E+15,,Hourly         ,$0.72 ,2022-06-10 15:18:00
818,2022-06-10 15:08:00,C13396473705,0,,Hourly         ,$0.00 ,2022-06-10 15:09:00
821,2022-06-10 15:12:00,C13471487679,0,,Season         ,$0.00 ,2022-06-10 17:13:00
822,2022-06-10 15:14:00,C13388631642,0,,Hourly         ,$0.00 ,2022-06-10 15:14:00
823,2022-06-10 15:14:00,C13396469850,0,,Hourly         ,$0.00 ,2022-06-10 15:14:00
824,2022-06-10 15:14:00,C13566011286,1.00E+15,,Hourly         ,$5.12 ,2022-06-10 17:21:00
828,2022-06-10 15:20:00,C13472443895,0,,Hourly         ,$0.00 ,2022-06-10 15:21:00
832,2022-06-10 15:50:00,C13471265524,1.11E+15,,Hourly         ,$1.08 ,2022-06-10 16:17:00
833,2022-06-10 16:16:00,C13473849134,0,,Hourly         ,$0.00 ,2022-06-10 16:16:00
838,2022-06-10 16:50:00,C13473885442,1.11E+15,,Hourly         ,$0.60 ,2022-06-10 17:05:00
849,2022-06-10 17:46:00,C13472299874,1.11E+15,,Hourly         ,$3.56 ,2022-06-10 18:24:00
850,2022-06-10 17:47:00,C13565820791,1.11E+15,,Hourly         ,$3.52 ,2022-06-10 18:05:00
856,2022-06-10 18:55:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-10 22:11:00
857,2022-06-10 19:15:00,C13471700785,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 20:22:00
858,2022-06-10 19:31:00,C13474039998,0,,Hourly         ,$0.00 ,2022-06-10 19:31:00
860,2022-06-10 19:37:00,C13472802324,0,,Hourly         ,$0.00 ,2022-06-10 19:38:00
862,2022-06-10 19:38:00,C13472634637,0,,Hourly         ,$0.00 ,2022-06-10 19:39:00
863,2022-06-10 19:39:00,C13388108895,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:32:00
866,2022-06-10 20:05:00,C13475280716,0,,Hourly         ,$0.00 ,2022-06-10 20:05:00
870,2022-06-10 20:52:00,C13565820791,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:08:00
871,2022-06-10 20:59:00,C13468536332,0,,Hourly         ,$0.00 ,2022-06-10 21:02:00
873,2022-06-10 21:02:00,C13472052128,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 21:16:00
877,2022-06-10 21:42:00,C13468536332,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 22:20:00
878,2022-06-10 21:48:00,C13388680240,1.11E+15,,Hourly         ,$6.20 ,2022-06-11 01:03:00
881,2022-06-10 22:22:00,C13565891470,0,,Hourly         ,$0.00 ,2022-06-10 22:23:00
883,2022-06-10 23:37:00,C13472052128,1.11E+15,,Hourly         ,$3.00 ,2022-06-10 23:49:00
886,2022-06-11 06:54:00,C13565802057,0,,Hourly         ,$0.00 ,2022-06-11 06:54:00
888,2022-06-11 07:57:00,C13470928905,0,,Hourly         ,$0.00 ,2022-06-11 07:57:00
890,2022-06-11 08:08:00,C13472029647,0,,Hourly         ,$0.00 ,2022-06-11 08:09:00
892,2022-06-11 08:40:00,C13472230526,0,,Hourly         ,$0.00 ,2022-06-11 08:41:00
894,2022-06-11 08:46:00,C13474065088,1.11E+15,,Hourly         ,$21.16 ,2022-06-11 17:34:00
895,2022-06-11 08:46:00,C13472608632,0,,Hourly         ,$0.00 ,2022-06-11 08:47:00
897,2022-06-11 08:47:00,C13061228298,1.11E+15,,Hourly         ,$1.50 ,2022-06-11 11:18:00
898,2022-06-11 08:52:00,C13472052128,0,,Hourly         ,$0.00 ,2022-06-11 08:52:00
900,2022-06-11 09:09:00,C13475119453,0,,Hourly         ,$0.00 ,2022-06-11 09:09:00
902,2022-06-11 09:11:00,C13474815648,0,,Hourly         ,$0.00 ,2022-06-11 09:12:00
904,2022-06-11 09:55:00,C13474790335,1.11E+15,,Hourly         ,$6.56 ,2022-06-11 12:38:00
905,2022-06-11 10:15:00,C13895917096,0,,Hourly         ,$0.00 ,2022-06-11 10:16:00
907,2022-06-11 10:28:00,C13388169979,1.11E+15,,Hourly         ,$1.36 ,2022-06-11 11:02:00
908,2022-06-11 10:42:00,C13566035804,0,,Hourly         ,$0.00 ,2022-06-11 10:43:00
912,2022-06-11 11:29:00,C13475053222,0,,Hourly         ,$0.00 ,2022-06-11 11:29:00
914,2022-06-11 12:27:00,C13471574874,0,,Season         ,$0.00 ,2022-06-11 17:18:00
916,2022-06-11 12:47:00,C13474839968,0,,Season         ,$0.00 ,2022-06-11 14:58:00
917,2022-06-11 14:28:00,C13472619414,0,,Hourly         ,$0.00 ,2022-06-11 14:30:00
919,2022-06-11 14:31:00,C13473534414,0,,Hourly         ,$0.00 ,2022-06-11 14:32:00
922,2022-06-11 15:24:00,C13566566833,1.11E+15,,Hourly         ,$2.68 ,2022-06-11 16:30:00
923,2022-06-11 15:24:00,C13475515420,1.11E+15,,Hourly         ,$9.24 ,2022-06-11 18:36:00
924,2022-06-11 15:30:00,C13473916075,0,,Hourly         ,$0.00 ,
928,2022-06-11 17:32:00,C13473424136,0,,Hourly         ,$0.00 ,2022-06-11 17:33:00
931,2022-06-11 17:52:00,C13472602369,0,,Hourly         ,$0.00 ,2022-06-11 17:52:00
933,2022-06-11 18:09:00,C13474490358,0,,Hourly         ,$0.00 ,2022-06-11 18:09:00
936,2022-06-11 19:55:00,C13472052128,0,,Hourly         ,$0.00 ,2022-06-11 19:57:00
938,2022-06-11 20:02:00,C13471684078,0,,Hourly         ,$0.00 ,2022-06-11 20:02:00
940,2022-06-11 20:18:00,C13471249072,0,,Hourly         ,$0.00 ,2022-06-11 20:19:00
942,2022-06-12 05:51:00,C13472444959,0,,Hourly         ,$0.00 ,2022-06-12 05:52:00
944,2022-06-12 06:01:00,C13473315161,1.11E+15,,Hourly         ,$2.56 ,2022-06-12 07:06:00
946,2022-06-12 07:28:00,C13469776374,0,,Hourly         ,$0.00 ,2022-06-12 07:31:00
948,2022-06-12 08:40:00,C13472672306,0,,Hourly         ,$0.00 ,2022-06-12 08:41:00
950,2022-06-12 08:42:00,C13474065088,1.11E+15,,Hourly         ,$21.48 ,2022-06-12 17:38:00
951,2022-06-12 09:13:00,C13472320359,1.11E+15,,Hourly         ,$4.20 ,2022-06-12 10:57:00
952,2022-06-12 09:14:00,C13474492247,1.11E+15,,Hourly         ,$4.16 ,2022-06-12 10:57:00
953,2022-06-12 09:24:00,C13471934772,1.11E+15,,Hourly         ,$3.72 ,2022-06-12 10:56:00
954,2022-06-12 09:28:00,C13475242023,1.11E+15,,Hourly         ,$3.64 ,2022-06-12 10:58:00
955,2022-06-12 09:32:00,C13474942582,1.11E+15,,Hourly         ,$3.60 ,2022-06-12 11:02:00
956,2022-06-12 10:04:00,C13473163768,0,,Hourly         ,$0.00 ,2022-06-12 10:05:00
958,2022-06-12 10:06:00,C13566238278,1.11E+15,,Hourly         ,$8.68 ,2022-06-12 13:42:00
964,2022-06-12 11:12:00,C13374300805,1.11E+15,,Hourly         ,$4.00 ,2022-06-12 12:51:00
966,2022-06-12 13:11:00,C13566265205,0,,Hourly         ,$0.00 ,2022-06-12 13:12:00
968,2022-06-12 13:34:00,C13471584310,1.11E+15,,Hourly         ,$0.92 ,2022-06-12 13:56:00
971,2022-06-12 14:23:00,C13471497646,1.11E+15,,Hourly         ,$5.20 ,2022-06-12 16:33:00
972,2022-06-12 14:54:00,C13472395253,0,,Season         ,$0.00 ,2022-06-12 18:39:00
973,2022-06-12 15:01:00,C13396391228,0,,Hourly         ,$0.00 ,2022-06-12 15:08:00
978,2022-06-12 20:23:00,C13474257437,0,,Hourly         ,$0.00 ,
980,2022-06-12 20:24:00,C13565992796,0,,Hourly         ,$0.00 ,2022-06-12 20:24:00
982,2022-06-12 22:40:00,C13472354540,0,,Hourly         ,$0.00 ,2022-06-12 22:41:00
984,2022-06-13 07:02:00,C13475384591,1.11E+15,,Hourly         ,$25.96 ,2022-06-13 17:05:00
985,2022-06-13 07:57:00,C13472970428,0,,Hourly         ,$0.00 ,2022-06-13 07:58:00
987,2022-06-13 08:45:00,C13470689515,0,,Season         ,$0.00 ,2022-06-13 17:22:00
988,2022-06-13 08:59:00,C13473886836,1.11E+15,,Hourly         ,$21.28 ,2022-06-13 17:05:00
989,2022-06-13 09:30:00,C13471574874,0,,Season         ,$0.00 ,2022-06-13 17:37:00
990,2022-06-13 09:35:00,C13475142223,0,,Hourly         ,$0.00 ,2022-06-13 09:37:00
991,2022-06-13 09:35:00,C13472687211,0,,Hourly         ,$0.00 ,2022-06-13 19:11:00
993,2022-06-13 09:38:00,C13470143226,1.11E+15,,Hourly         ,$3.63 ,2022-06-13 11:06:00
994,2022-06-13 09:54:00,C13471216345,1.11E+15,,Hourly         ,$3.64 ,2022-06-13 11:19:00
995,2022-06-13 10:29:00,C13473561061,0,,Hourly         ,$0.00 ,2022-06-13 10:30:00
997,2022-06-13 11:04:00,C13388974471,1.11E+15,,Hourly         ,$8.55 ,2022-06-13 13:54:00
1000,2022-06-13 11:44:00,C13471487679,0,,Season         ,$0.00 ,2022-06-13 15:42:00
1001,2022-06-13 12:47:00,C13473732778,1.11E+15,,Hourly         ,$2.65 ,2022-06-13 13:40:00
1002,2022-06-13 13:34:00,C13472829796,1.00E+15,,Hourly         ,$9.98 ,2022-06-13 17:36:00
1005,2022-06-13 13:47:00,C13374300805,1.11E+15,,Hourly         ,$7.61 ,2022-06-13 16:53:00
1004,2022-06-13 13:47:00,C13474018285,0,,Hourly         ,$0.00 ,2022-06-13 13:48:00
1007,2022-06-13 13:52:00,C13468298724,1.11E+15,,Hourly         ,$3.88 ,2022-06-13 15:26:00
1009,2022-06-13 14:44:00,C13474022903,0,,Season         ,$0.00 ,2022-06-13 17:04:00
1010,2022-06-13 14:47:00,C13565949262,1.11E+15,,Hourly         ,$4.16 ,2022-06-13 16:31:00
1011,2022-06-13 14:56:00,C13372711871,                ,,Hourly         ,$10.36 ,2022-06-13 18:10:00
1013,2022-06-13 15:31:00,C13565689171,0,,Hourly         ,$0.00 ,2022-06-13 15:32:00
1016,2022-06-13 15:51:00,C13473234129,0,,Hourly         ,$0.00 ,2022-06-13 15:52:00
1019,2022-06-13 16:44:00,C13388575905,1.11E+15,,Hourly         ,$6.04 ,2022-06-13 18:07:00
1026,2022-06-13 17:36:00,C13473885442,1.11E+15,,Hourly         ,$3.96 ,2022-06-13 18:34:00
1029,2022-06-13 18:09:00,C13565767368,1.11E+15,,Hourly         ,$3.45 ,2022-06-14 00:08:00
1032,2022-06-13 18:45:00,C13475515420,1.11E+15,,Hourly         ,$3.00 ,2022-06-13 21:41:00
1033,2022-06-13 18:56:00,C13566285566,1.01E+15,,Hourly         ,$3.00 ,2022-06-13 21:52:00
1035,2022-06-13 19:29:00,C13473087502,0,,Hourly         ,$0.00 ,2022-06-13 19:30:00
1037,2022-06-13 19:36:00,C13475477695,0,,Hourly         ,$0.00 ,2022-06-13 19:37:00
1039,2022-06-13 20:28:00,C13474368630,1.11E+15,,Hourly         ,$3.00 ,2022-06-13 20:48:00
1041,2022-06-13 21:35:00,C13474058067,0,,Hourly         ,$0.00 ,2022-06-13 21:37:00
1042,2022-06-13 21:36:00,C13471158076,0,,Hourly         ,$0.00 ,2022-06-13 21:37:00
