S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
11928,17/6/22 15:48,Exit      ,C13474396892,1.11E+15,,Hourly         ,$5.36 
11929,17/6/22 15:51,Front_Ent ,C13388667118,0,,Hourly         ,$0.00 
11930,17/6/22 15:52,Front_Ent ,C13566061817,0,,Hourly         ,$0.00 
11931,17/6/22 15:52,Entry     ,C13566061817,0,,Hourly         ,$0.00 
11932,17/6/22 15:54,Front_Ent ,C13566426409,0,,Hourly         ,$0.00 
11933,17/6/22 15:55,Front_Ent ,C13566591632,0,,Season         ,$0.00 
11934,17/6/22 15:55,Front_Ent ,C13388737431,0,,Hourly         ,$0.00 
11935,17/6/22 15:55,Entry     ,C13566426409,0,,Hourly         ,$0.00 
11936,17/6/22 15:55,Entry     ,C13566591632,0,,Season         ,$0.00 
11937,17/6/22 15:55,Front_Ent ,C13472893561,0,,Hourly         ,$0.00 
11938,17/6/22 15:55,Exit      ,C13565996353,0,,Season         ,$0.00 
11939,17/6/22 15:55,Front_Ent ,C13472192690,0,,Hourly         ,$0.00 
11940,17/6/22 15:56,Front_Ent ,C13396533293,0,,Hourly         ,$0.00 
11941,17/6/22 15:56,Entry     ,C13472192690,0,,Hourly         ,$0.00 
11942,17/6/22 15:57,Front_Ent ,C13472221739,0,,Hourly         ,$0.00 
11943,17/6/22 15:59,Front_Ent ,C13388543152,0,,Hourly         ,$0.00 
11944,17/6/22 15:59,Entry     ,C13388543152,0,,Hourly         ,$0.00 
11945,17/6/22 16:00,Front_Ent ,C13472224157,0,,Hourly         ,$0.00 
11946,17/6/22 16:00,Front_Ent ,C13475316448,0,,Hourly         ,$0.00 
11947,17/6/22 16:01,Entry     ,C13472224157,0,,Hourly         ,$0.00 
11948,17/6/22 16:01,Entry     ,C13475316448,0,,Hourly         ,$0.00 
11949,17/6/22 16:03,Front_Ent ,C13474018193,0,,Hourly         ,$0.00 
11950,17/6/22 16:05,Front_Ent ,C13565751691,0,,Hourly         ,$0.00 
11951,17/6/22 16:05,Entry     ,C13565751691,0,,Hourly         ,$0.00 
11952,17/6/22 16:09,Exit      ,C13469182989,0,,Season         ,$0.00 
11953,17/6/22 16:10,Exit      ,C13467427368,0,,Season         ,$0.00 
11954,17/6/22 16:11,Front_Ent ,C13474785675,0,,Hourly         ,$0.00 
11955,17/6/22 16:11,Entry     ,C13474785675,0,,Hourly         ,$0.00 
11956,17/6/22 16:12,Exit      ,C13471398381,1.11E+15,,Hourly         ,$5.16 
11957,17/6/22 16:12,Front_Ent ,C13474267022,0,,Hourly         ,$0.00 
11958,17/6/22 16:12,Entry     ,C13474267022,0,,Hourly         ,$0.00 
11959,17/6/22 16:12,Exit      ,C13471938534,1.11E+15,,Hourly         ,$8.67 
11960,17/6/22 16:13,Front_Ent ,C13565833109,0,,Hourly         ,$0.00 
11961,17/6/22 16:13,Entry     ,C13565833109,0,,Hourly         ,$0.00 
11962,17/6/22 16:14,Front_Ent ,C13473788068,0,,Hourly         ,$0.00 
11963,17/6/22 16:17,Exit      ,C13472806910,0,,Season         ,$0.00 
11964,17/6/22 16:24,Front_Ent ,C13472755893,0,,Hourly         ,$0.00 
11965,17/6/22 16:24,Front_Ent ,C13856511819,0,,Hourly         ,$0.00 
11966,17/6/22 16:24,Entry     ,C13472755893,0,,Hourly         ,$0.00 
11967,17/6/22 16:25,Front_Ent ,C13472955123,0,,Hourly         ,$0.00 
11968,17/6/22 16:30,Front_Ent ,C13469858897,0,,Hourly         ,$0.00 
11969,17/6/22 16:30,Entry     ,C13469858897,0,,Hourly         ,$0.00 
11970,17/6/22 16:32,Front_Ent ,C13566333523,0,,Hourly         ,$0.00 
11971,17/6/22 16:32,Front_Ent ,C13474237496,0,,Hourly         ,$0.00 
11972,17/6/22 16:33,Entry     ,C13474237496,0,,Hourly         ,$0.00 
11973,17/6/22 16:34,Front_Ent ,C13473774564,0,,Hourly         ,$0.00 
11974,17/6/22 16:38,Front_Ent ,C13470878385,0,,Hourly         ,$0.00 
11975,17/6/22 16:38,Entry     ,C13470878385,0,,Hourly         ,$0.00 
11976,17/6/22 16:42,Front_Ent ,C13565919611,0,,Hourly         ,$0.00 
11977,17/6/22 16:46,Front_Ent ,C13387805388,0,,Hourly         ,$0.00 
11978,17/6/22 16:46,Entry     ,C13387805388,0,,Hourly         ,$0.00 
11979,17/6/22 16:47,Exit      ,C13468872553,1.11E+15,,Hourly         ,$4.96 
11980,17/6/22 16:48,Front_Ent ,C13566105336,0,,Hourly         ,$0.00 
11981,17/6/22 16:49,Entry     ,C13566105336,0,,Hourly         ,$0.00 
11982,17/6/22 16:52,Front_Ent ,C13474341131,0,,Hourly         ,$0.00 
11983,17/6/22 16:52,Front_Ent ,C13469227245,0,,Hourly         ,$0.00 
11984,17/6/22 16:52,Entry     ,C13474341131,0,,Hourly         ,$0.00 
11985,17/6/22 16:53,Exit      ,C13474910662,1.11E+15,,Hourly         ,$9.66 
11986,17/6/22 16:56,Exit      ,C13472535554,0,,Season         ,$0.00 
11987,17/6/22 16:59,Exit      ,C13470957551,0,,Season         ,$0.00 
11988,17/6/22 16:59,Front_Ent ,C13471938534,0,,Hourly         ,$0.00 
11989,17/6/22 16:59,Exit      ,C13471561797,0,,Season         ,$0.00 
11990,17/6/22 17:00,Entry     ,C13471938534,0,,Hourly         ,$0.00 
11991,17/6/22 17:00,Exit      ,C13470760772,1.11E+15,,Hourly         ,$21.80 
11992,17/6/22 17:03,Entry     ,C13061059263,0,,Hourly         ,$0.00 
11993,17/6/22 17:05,Exit      ,C13475170472,0,,Season         ,$0.00 
11994,17/6/22 17:06,Exit      ,C13388127146,1.11E+15,,Hourly         ,$10.88 
11995,17/6/22 17:08,Front_Ent ,C13474025198,0,,Hourly         ,$0.00 
11996,17/6/22 17:12,Exit      ,C13472388224,0,,Season         ,$0.00 
11997,17/6/22 17:15,Exit      ,C13469795041,0,,Season         ,$0.00 
11998,17/6/22 17:15,Front_Ent ,C13467427368,0,,Season         ,$0.00 
11999,17/6/22 17:17,Exit      ,C13471847790,0,,Season         ,$0.00 
12000,17/6/22 17:23,Front_Ent ,C13475581057,0,,Hourly         ,$0.00 
12001,17/6/22 17:23,Entry     ,C13475581057,0,,Hourly         ,$0.00 
12002,17/6/22 17:24,Exit      ,C13473101073,0,,Season         ,$0.00 
12003,17/6/22 17:24,Front_Ent ,C13060404220,0,,Hourly         ,$0.00 
12004,17/6/22 17:29,Exit      ,C13566579916,0,,Use Ticket     ,$0.00 
12005,17/6/22 17:29,Exit      ,C13566105336,1.11E+15,,Hourly         ,$1.64 
12006,17/6/22 17:30,Front_Ent ,C13471317886,0,,Season         ,$0.00 
12007,17/6/22 17:31,Entry     ,C13471317886,0,,Season         ,$0.00 
12008,17/6/22 17:33,Exit      ,C13472402579,0,,Season         ,$0.00 
12009,17/6/22 17:34,Front_Ent ,C13475624419,0,,Hourly         ,$0.00 
12010,17/6/22 17:36,Exit      ,C13474237496,1.11E+15,,               ,$1.79 
12011,17/6/22 17:36,Exit      ,C13471409311,0,,Season         ,$0.00 
12012,17/6/22 17:36,Front_Ent ,C13566014089,0,,Hourly         ,$0.00 
12013,17/6/22 17:37,Entry     ,C13475624419,0,,Hourly         ,$0.00 
12014,17/6/22 17:38,Exit      ,C13566591632,0,,Season         ,$0.00 
12015,17/6/22 17:39,Exit      ,C13471587595,1.11E+15,,Hourly         ,$4.76 
12016,17/6/22 17:39,Exit      ,C13472402899,0,,Season         ,$0.00 
12017,17/6/22 17:40,Exit      ,C13472192690,1.11E+15,,Hourly         ,$4.20 
12018,17/6/22 17:41,Exit      ,C13474042977,1.11E+15,,Hourly         ,$23.76 
12019,17/6/22 17:42,Exit      ,C13471938534,1.11E+15,,Hourly         ,$1.68 
12020,17/6/22 17:42,Front_Ent ,C13474671033,0,,Hourly         ,$0.00 
12021,17/6/22 17:43,Exit      ,C13472988197,1.11E+15,,               ,$15.76 
12022,17/6/22 17:43,Exit      ,C13471488496,0,,Season         ,$0.00 
12023,17/6/22 17:44,Front_Ent ,C13471791188,0,,Hourly         ,$0.00 
12024,17/6/22 17:44,Exit      ,C13474871862,0,,Season         ,$0.00 
12025,17/6/22 17:45,Exit      ,C13474577298,0,,Season         ,$0.00 
12026,17/6/22 17:46,Exit      ,C13566271442,0,,Season         ,$0.00 
12027,17/6/22 17:46,Front_Ent ,C13473738419,0,,Hourly         ,$0.00 
12028,17/6/22 17:47,Entry     ,C13473738419,0,,Hourly         ,$0.00 
12029,17/6/22 17:48,Exit      ,C13474659862,1.11E+15,,Hourly         ,$12.66 
12030,17/6/22 17:48,Exit      ,C13475624419,1.11E+15,,               ,$0.34 
12031,17/6/22 17:49,Front_Ent ,C13468278265,0,,Hourly         ,$0.00 
12032,17/6/22 17:49,Exit      ,C13473883889,0,,Use Ticket     ,$0.00 
12033,17/6/22 17:50,Exit      ,C13474155243,0,,Season         ,$0.00 
12034,17/6/22 17:50,Exit      ,C13475634585,0,,Use Ticket     ,$0.00 
12035,17/6/22 17:51,Front_Ent ,C13472422008,0,,Hourly         ,$0.00 
12036,17/6/22 17:52,Exit      ,C13389067531,1.11E+15,,Hourly         ,$5.80 
12037,17/6/22 17:52,Exit      ,C13566244976,1.11E+15,,               ,$16.15 
12038,17/6/22 17:54,Front_Ent ,C13474250506,0,,Hourly         ,$0.00 
12039,17/6/22 17:54,Entry     ,C13474250506,0,,Hourly         ,$0.00 
12040,17/6/22 17:55,Front_Ent ,C13473460898,0,,Hourly         ,$0.00 
12041,17/6/22 17:56,Exit      ,C13565833109,1.11E+15,,               ,$2.88 
12042,17/6/22 17:56,Entry     ,C13473460898,0,,Hourly         ,$0.00 
12043,17/6/22 17:56,Front_Ent ,C13469509311,0,,Hourly         ,$0.00 
12044,17/6/22 17:56,Exit      ,C13472665169,0,,Use Ticket     ,$0.00 
12045,17/6/22 17:56,Front_Ent ,C13566421821,0,,Hourly         ,$0.00 
12046,17/6/22 17:57,Front_Ent ,C13566124988,0,,Hourly         ,$0.00 
12047,17/6/22 17:57,Entry     ,C13566124988,0,,Hourly         ,$0.00 
12048,17/6/22 17:57,Exit      ,C13475083845,0,,Season         ,$0.00 
12049,17/6/22 17:57,Exit      ,C13475316448,1.11E+15,,Hourly         ,$4.68 
12050,17/6/22 17:59,Exit      ,C13471654882,0,,Season         ,$0.00 
12051,17/6/22 17:59,Exit      ,C13475374089,0,,Season         ,$0.00 
12052,17/6/22 18:00,Exit      ,C13473460898,0,,Hourly         ,$0.00 
12053,17/6/22 18:00,Exit      ,C13060118886,1.11E+15,,Hourly         ,$1.50 
12054,17/6/22 18:02,Exit      ,C13467427368,0,,Season         ,$0.00 
12055,17/6/22 18:03,Front_Ent ,C13388001225,0,,Hourly         ,$0.00 
12056,17/6/22 18:04,Exit      ,C13470921835,0,,Season         ,$0.00 
12057,17/6/22 18:05,Front_Ent ,C13472371403,0,,Hourly         ,$0.00 
12058,17/6/22 18:05,Entry     ,C13472371403,0,,Hourly         ,$0.00 
12059,17/6/22 18:06,Front_Ent ,C13472872392,0,,Hourly         ,$0.00 
12060,17/6/22 18:06,Exit      ,C13473544546,0,,Season         ,$0.00 
12061,17/6/22 18:07,Front_Ent ,C13060118886,0,,Hourly         ,$0.00 
12062,17/6/22 18:08,Entry     ,C13060118886,0,,Hourly         ,$0.00 
12063,17/6/22 18:09,Front_Ent ,C13474341785,0,,Hourly         ,$0.00 
12064,17/6/22 18:09,Entry     ,C13474341785,0,,Hourly         ,$0.00 
12065,17/6/22 18:10,Exit      ,C13469312119,0,,Season         ,$0.00 
12066,17/6/22 18:11,Exit      ,C13474412839,0,,Use Ticket     ,$0.00 
12067,17/6/22 18:14,Front_Ent ,C13469007629,0,,Hourly         ,$0.00 
12068,17/6/22 18:14,Entry     ,C13469007629,0,,Hourly         ,$0.00 
12069,17/6/22 18:14,Exit      ,C13474267022,1.11E+15,,Hourly         ,$7.32 
12070,17/6/22 18:18,Front_Ent ,C13474611096,0,,Hourly         ,$0.00 
12071,17/6/22 18:18,Exit      ,C13372519259,0,,Season         ,$0.00 
12072,17/6/22 18:19,Entry     ,C13474611096,0,,Hourly         ,$0.00 
12073,17/6/22 18:21,Front_Ent ,C13475067645,0,,Hourly         ,$0.00 
12074,17/6/22 18:24,Front_Ent ,C13473010596,0,,Hourly         ,$0.00 
12075,17/6/22 18:24,Exit      ,C13468907756,0,,Season         ,$0.00 
12076,17/6/22 18:25,Front_Ent ,C13474707035,0,,Hourly         ,$0.00 
12077,17/6/22 18:25,Entry     ,C13474707035,0,,Hourly         ,$0.00 
12078,17/6/22 18:28,Exit      ,C13565784104,0,,Season         ,$0.00 
12079,17/6/22 18:33,Front_Ent ,C13471784703,0,,Hourly         ,$0.00 
12080,17/6/22 18:33,Entry     ,C13471784703,0,,Hourly         ,$0.00 
12081,17/6/22 18:33,Front_Ent ,C13473518590,0,,Hourly         ,$0.00 
12082,17/6/22 18:34,Exit      ,C13061423599,1.11E+15,,Hourly         ,$1.50 
12083,17/6/22 18:34,Entry     ,C13473518590,0,,Hourly         ,$0.00 
12084,17/6/22 18:38,Exit      ,C13565784962,0,,Season         ,$0.00 
12085,17/6/22 18:40,Front_Ent ,C13388295939,0,,Hourly         ,$0.00 
12086,17/6/22 18:40,Front_Ent ,C13475618381,0,,Hourly         ,$0.00 
12087,17/6/22 18:40,Front_Ent ,C13388506999,0,,Hourly         ,$0.00 
12088,17/6/22 18:41,Exit      ,C13474341131,1.11E+15,,Hourly         ,$5.72 
12089,17/6/22 18:41,Exit      ,C13472224157,1.00E+15,,Hourly         ,$7.76 
12090,17/6/22 18:41,Front_Ent ,C13565833109,0,,Hourly         ,$0.00 
12091,17/6/22 18:42,Entry     ,C13565833109,0,,Hourly         ,$0.00 
12092,17/6/22 18:44,Entry     ,C110012345678789,0,,Hourly         ,$0.00 
12093,17/6/22 18:44,Entry     ,C13060966378,0,,Hourly         ,$0.00 
12094,17/6/22 18:45,Front_Ent ,C13473065120,0,,Hourly         ,$0.00 
12095,17/6/22 18:45,Entry     ,C13473065120,0,,Hourly         ,$0.00 
12096,17/6/22 18:45,Front_Ent ,C13566032365,0,,Hourly         ,$0.00 
12097,17/6/22 18:46,Front_Ent ,C13471991225,0,,Hourly         ,$0.00 
12098,17/6/22 18:47,Front_Ent ,C13474471936,0,,Hourly         ,$0.00 
12099,17/6/22 18:47,Entry     ,C13471991225,0,,Hourly         ,$0.00 
12100,17/6/22 18:47,Entry     ,C13474471936,0,,Hourly         ,$0.00 
12101,17/6/22 18:47,Front_Ent ,C13566360920,0,,Hourly         ,$0.00 
12102,17/6/22 18:48,Entry     ,C13566360920,0,,Hourly         ,$0.00 
12103,17/6/22 18:50,Exit      ,C13471560461,1.11E+15,,Hourly         ,$9.16 
12104,17/6/22 18:51,Exit      ,C13473222655,1.11E+15,,Hourly         ,$8.40 
12105,17/6/22 18:53,Exit      ,C13474199379,0,,Use Ticket     ,$0.00 
12106,17/6/22 18:59,Front_Ent ,C13473783125,0,,Hourly         ,$0.00 
12107,17/6/22 19:00,Entry     ,C13473783125,0,,Hourly         ,$0.00 
12108,17/6/22 19:00,Front_Ent ,C13473646803,0,,Hourly         ,$0.00 
12109,17/6/22 19:00,Front_Ent ,C13475067645,0,,Hourly         ,$0.00 
12110,17/6/22 19:00,Entry     ,C13473646803,0,,Hourly         ,$0.00 
12111,17/6/22 19:00,Entry     ,C13475067645,0,,Hourly         ,$0.00 
12112,17/6/22 19:05,Front_Ent ,C13388708892,0,,Hourly         ,$0.00 
12113,17/6/22 19:05,Entry     ,C13388708892,0,,Hourly         ,$0.00 
12114,17/6/22 19:08,Front_Ent ,C13471422603,0,,Hourly         ,$0.00 
12115,17/6/22 19:08,Front_Ent ,C13387682081,0,,Hourly         ,$0.00 
12116,17/6/22 19:08,Entry     ,C13471422603,0,,Hourly         ,$0.00 
12117,17/6/22 19:10,Exit      ,C13473454422,1.11E+15,,Hourly         ,$27.32 
12118,17/6/22 19:10,Front_Ent ,C13473658404,0,,Hourly         ,$0.00 
12119,17/6/22 19:11,Exit      ,C13566124988,1.11E+15,,Hourly         ,$3.12 
12120,17/6/22 19:11,Front_Ent ,C13566478056,0,,Hourly         ,$0.00 
12121,17/6/22 19:12,Exit      ,C13474785675,1.11E+15,,Hourly         ,$7.36 
12122,17/6/22 19:12,Entry     ,C13566478056,0,,Hourly         ,$0.00 
12123,17/6/22 19:12,Exit      ,C13473738419,1.11E+15,,Hourly         ,$3.52 
12124,17/6/22 19:13,Entry     ,C13473658404,0,,Hourly         ,$0.00 
12125,17/6/22 19:13,Exit      ,C13566426409,1.11E+15,,               ,$5.60 
12126,17/6/22 19:13,Front_Ent ,C13473429828,0,,Hourly         ,$0.00 
12127,17/6/22 19:14,Entry     ,C13473429828,0,,Hourly         ,$0.00 
12128,17/6/22 19:14,Front_Ent ,C13565781389,0,,Hourly         ,$0.00 
12129,17/6/22 19:14,Entry     ,C13565781389,0,,Hourly         ,$0.00 
12130,17/6/22 19:15,Front_Ent ,C13565920914,0,,Hourly         ,$0.00 
12131,17/6/22 19:15,Front_Ent ,C13472663256,0,,Hourly         ,$0.00 
12132,17/6/22 19:15,Entry     ,C13565920914,0,,Hourly         ,$0.00 
12133,17/6/22 19:16,Entry     ,C13472663256,0,,Hourly         ,$0.00 
12134,17/6/22 19:16,Front_Ent ,C13475312404,0,,Hourly         ,$0.00 
12135,17/6/22 19:16,Entry     ,C13475312404,0,,Hourly         ,$0.00 
12136,17/6/22 19:17,Front_Ent ,C13474237883,0,,Hourly         ,$0.00 
12137,17/6/22 19:17,Exit      ,C13473179191,0,,Season         ,$0.00 
12138,17/6/22 19:18,Entry     ,C13474237883,0,,Hourly         ,$0.00 
12139,17/6/22 19:20,Front_Ent ,C13475391422,0,,Hourly         ,$0.00 
12140,17/6/22 19:21,Exit      ,C13473429828,0,,Hourly         ,$0.00 
12141,17/6/22 19:21,Front_Ent ,C13475322271,0,,Hourly         ,$0.00 
12142,17/6/22 19:21,Entry     ,C13475322271,0,,Hourly         ,$0.00 
12143,17/6/22 19:22,Exit      ,C13472371403,1.11E+15,,Hourly         ,$3.00 
12144,17/6/22 19:22,Front_Ent ,C13470632690,0,,Hourly         ,$0.00 
12145,17/6/22 19:22,Front_Ent ,C13472583822,0,,Hourly         ,$0.00 
12146,17/6/22 19:22,Entry     ,C13470632690,0,,Hourly         ,$0.00 
12147,17/6/22 19:23,Entry     ,C13472583822,0,,Hourly         ,$0.00 
12148,17/6/22 19:23,Front_Ent ,C13566509660,0,,Hourly         ,$0.00 
12149,17/6/22 19:24,Entry     ,C13566509660,0,,Hourly         ,$0.00 
12150,17/6/22 19:24,Exit      ,C13470878385,1.11E+15,,Hourly         ,$6.28 
12151,17/6/22 19:27,Exit      ,C13060118886,1.11E+15,,Hourly         ,$1.50 
12152,17/6/22 19:29,Front_Ent ,C13472989731,0,,Hourly         ,$0.00 
12153,17/6/22 19:29,Front_Ent ,C13474305434,0,,Hourly         ,$0.00 
12154,17/6/22 19:29,Entry     ,C13472989731,0,,Hourly         ,$0.00 
12155,17/6/22 19:30,Front_Ent ,C13475435998,0,,Hourly         ,$0.00 
12156,17/6/22 19:30,Exit      ,C13475045599,0,,Season         ,$0.00 
12157,17/6/22 19:31,Exit      ,C13472755893,1.00E+15,,Hourly         ,$6.84 
12158,17/6/22 19:34,Front_Ent ,C13565894383,0,,Hourly         ,$0.00 
12159,17/6/22 19:34,Entry     ,C13565894383,0,,Hourly         ,$0.00 
12160,17/6/22 19:37,Exit      ,C13473646803,1.11E+15,,Hourly         ,$3.00 
12161,17/6/22 19:37,Front_Ent ,C13472388224,0,,Season         ,$0.00 
12162,17/6/22 19:37,Front_Ent ,C13388789908,0,,Hourly         ,$0.00 
12163,17/6/22 19:37,Entry     ,C13472388224,0,,Season         ,$0.00 
12164,17/6/22 19:37,Entry     ,C13388789908,0,,Hourly         ,$0.00 
12165,17/6/22 19:40,Front_Ent ,C13566001188,0,,Hourly         ,$0.00 
12166,17/6/22 19:41,Entry     ,C13566001188,0,,Hourly         ,$0.00 
12167,17/6/22 19:41,Front_Ent ,C13475032878,0,,Hourly         ,$0.00 
12168,17/6/22 19:42,Entry     ,C13475032878,0,,Hourly         ,$0.00 
12169,17/6/22 19:47,Front_Ent ,C13471854483,0,,Hourly         ,$0.00 
12170,17/6/22 19:47,Entry     ,C13471854483,0,,Hourly         ,$0.00 
12171,17/6/22 19:49,Exit      ,C13388789908,1.00E+15,,Hourly         ,$3.00 
12172,17/6/22 19:53,Front_Ent ,C13472291294,0,,Hourly         ,$0.00 
12173,17/6/22 19:54,Entry     ,C13472291294,0,,Hourly         ,$0.00 
12174,17/6/22 19:59,Front_Ent ,C13388764153,0,,Hourly         ,$0.00 
12175,17/6/22 19:59,Front_Ent ,C13475570349,0,,Hourly         ,$0.00 
12176,17/6/22 20:00,Exit      ,C13473715847,0,,Season         ,$0.00 
12177,17/6/22 20:01,Front_Ent ,C13473727688,0,,Hourly         ,$0.00 
12178,17/6/22 20:02,Entry     ,C13473727688,0,,Hourly         ,$0.00 
12179,17/6/22 20:03,Exit      ,C13473727688,0,,Hourly         ,$0.00 
12180,17/6/22 20:06,Front_Ent ,C13474398130,0,,Season         ,$0.00 
12181,17/6/22 20:07,Entry     ,C13474398130,0,,Season         ,$0.00 
12182,17/6/22 20:07,Front_Ent ,C13475069309,0,,Preferential   ,$0.00 
12183,17/6/22 20:08,Exit      ,C13060966378,1.11E+15,,Hourly         ,$1.50 
12184,17/6/22 20:10,Exit      ,C13565920914,1.11E+15,,Hourly         ,$3.00 
12185,17/6/22 20:14,Exit      ,C13473350646,0,,Use Ticket     ,$0.00 
12186,17/6/22 20:17,Front_Ent ,C13474182919,0,,Hourly         ,$0.00 
12187,17/6/22 20:17,Front_Ent ,C13566436426,0,,Hourly         ,$0.00 
12188,17/6/22 20:19,Exit      ,C13474398130,0,,Season         ,$0.00 
12189,17/6/22 20:19,Exit      ,C13472388224,0,,Season         ,$0.00 
12190,17/6/22 20:21,Exit      ,C13566509660,1.00E+15,,Hourly         ,$3.00 
12191,17/6/22 20:23,Front_Ent ,C13472896927,0,,Hourly         ,$0.00 
12192,17/6/22 20:33,Front_Ent ,C13388576994,0,,Hourly         ,$0.00 
12193,17/6/22 20:37,Exit      ,C13469858897,1.11E+15,,Hourly         ,$6.60 
12194,17/6/22 20:41,Front_Ent ,C13474807182,0,,Hourly         ,$0.00 
12195,17/6/22 20:41,Front_Ent ,C13473297424,0,,Hourly         ,$0.00 
12196,17/6/22 20:41,Entry     ,C13474807182,0,,Hourly         ,$0.00 
12197,17/6/22 20:42,Exit      ,C13474509984,1.00E+15,,Hourly         ,$13.05 
12198,17/6/22 21:02,Exit      ,C13388543152,1.11E+15,,Hourly         ,$7.84 
12199,17/6/22 21:06,Exit      ,C13474341785,1.11E+15,,               ,$2.10 
12200,17/6/22 21:08,Exit      ,C13472764326,0,,Season         ,$0.00 
12201,17/6/22 21:11,Exit      ,C13471317886,0,,Season         ,$0.00 
12202,17/6/22 21:16,Exit      ,C13473658404,1.11E+15,,Hourly         ,$3.00 
12203,17/6/22 21:16,Exit      ,C13474471936,1.11E+15,,Hourly         ,$3.00 
12204,17/6/22 21:31,Exit      ,C12365714379,0,,               ,$0.00 
12205,17/6/22 21:36,Front_Ent ,C13473531767,0,,Hourly         ,$0.00 
12206,17/6/22 21:38,Exit      ,C13565833109,1.11E+15,,               ,$2.10 
12207,17/6/22 21:39,Exit      ,C13472989731,1.11E+15,,Hourly         ,$3.00 
12208,17/6/22 21:39,Exit      ,C13475032878,1.11E+15,,Hourly         ,$3.00 
12209,17/6/22 21:41,Front_Ent ,C13566322599,0,,Hourly         ,$0.00 
12210,17/6/22 21:42,Exit      ,C13470632690,1.11E+15,,Hourly         ,$3.00 
12211,17/6/22 21:42,Exit      ,C13473518590,1.11E+15,,Hourly         ,$3.00 
12212,17/6/22 21:43,Exit      ,C13472291294,1.11E+15,,Hourly         ,$3.00 
12213,17/6/22 21:47,Exit      ,C13474807182,1.00E+15,,               ,$2.10 
12214,17/6/22 22:06,Exit      ,C13475594208,0,,Season         ,$0.00 
12215,17/6/22 22:06,Front_Ent ,C13565990701,0,,Hourly         ,$0.00 
12216,17/6/22 22:07,Front_Ent ,C13566435996,0,,Hourly         ,$0.00 
12217,17/6/22 22:09,Exit      ,C13469007629,1.11E+15,,Hourly         ,$3.00 
12218,17/6/22 22:09,Exit      ,C13474250506,1.11E+15,,Hourly         ,$3.24 
12219,17/6/22 22:11,Exit      ,C13565895529,1.11E+15,,Hourly         ,$11.88 
12220,17/6/22 22:13,Front_Ent ,C13469117488,0,,Hourly         ,$0.00 
12221,17/6/22 22:13,Entry     ,C13469117488,0,,Hourly         ,$0.00 
12222,17/6/22 22:14,Exit      ,C13061190404,1.11E+15,,Hourly         ,$1.50 
12223,17/6/22 22:16,Exit      ,C13474611096,1.11E+15,,Hourly         ,$3.00 
12224,17/6/22 22:17,Exit      ,C13566478056,1.11E+15,,Hourly         ,$3.00 
12225,17/6/22 22:18,Exit      ,C13565751691,8.01E+15,,Hourly         ,$7.60 
12226,17/6/22 22:18,Exit      ,C13474707035,1.01E+15,,               ,$2.10 
12227,17/6/22 22:18,Exit      ,C13565781389,1.11E+15,,Hourly         ,$3.00 
12228,17/6/22 22:20,Exit      ,C13566061817,1.11E+15,,Hourly         ,$8.12 
12229,17/6/22 22:20,Exit      ,C13473783125,1.11E+15,,Hourly         ,$3.00 
12230,17/6/22 22:24,Exit      ,C13471422603,1.11E+15,,               ,$2.10 
12231,17/6/22 22:28,Exit      ,C13565894383,1.11E+15,,               ,$2.10 
12232,17/6/22 22:30,Exit      ,C13058640931,0,,Season         ,$0.00 
12233,17/6/22 22:31,Exit      ,C13388708892,1.11E+15,,Hourly         ,$3.00 
12234,17/6/22 22:34,Exit      ,C13566001188,1.11E+15,,Hourly         ,$3.00 
12235,17/6/22 22:36,Front_Ent ,C13471250145,0,,Hourly         ,$0.00 
12236,17/6/22 22:37,Entry     ,C13471250145,0,,Hourly         ,$0.00 
12237,17/6/22 22:39,Exit      ,C13472583822,1.11E+15,,Hourly         ,$3.00 
12238,17/6/22 22:39,Exit      ,C13059778708,1.11E+15,,Hourly         ,$1.50 
12239,17/6/22 22:42,Exit      ,C13474237883,1.11E+15,,Hourly         ,$3.00 
12240,17/6/22 22:48,Exit      ,C13475569426,1.11E+15,,               ,$18.73 
12241,17/6/22 22:48,Exit      ,C13566360920,1.11E+15,,               ,$2.10 
12242,17/6/22 22:49,Exit      ,C13566249800,0,,Use Ticket     ,$0.00 
12243,17/6/22 22:49,Exit      ,C13475312404,1.11E+15,,               ,$2.10 
12244,17/6/22 22:50,Front_Ent ,C13473315903,0,,Hourly         ,$0.00 
12245,17/6/22 22:52,Exit      ,C13475322271,1.11E+15,,Hourly         ,$3.00 
12246,17/6/22 22:55,Exit      ,C13475067645,1.11E+15,,Hourly         ,$3.00 
12247,17/6/22 23:04,Exit      ,C13469117488,1.11E+15,,Hourly         ,$3.00 
12248,17/6/22 23:15,Exit      ,C13471854483,1.11E+15,,Hourly         ,$3.00 
12249,17/6/22 23:16,Exit      ,C13474983211,0,,Season         ,$0.00 
12250,17/6/22 23:18,Front_Ent ,C13468337748,0,,Hourly         ,$0.00 
12251,17/6/22 23:30,Exit      ,C13475581057,1.01E+15,,Hourly         ,$4.48 
12252,17/6/22 23:32,Front_Ent ,C13474756454,0,,Hourly         ,$0.00 
12253,17/6/22 23:32,Entry     ,C13474756454,0,,Hourly         ,$0.00 
12254,17/6/22 23:42,Exit      ,C13387805388,1.11E+15,,Hourly         ,$5.96 
12255,17/6/22 23:46,Exit      ,C13472663256,1.11E+15,,Hourly         ,$3.00 
