S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
682,9/6/22 09:48,Entry     ,C13372414725,0,,Hourly         ,$0.00 
683,9/6/22 09:48,Entry     ,C13475278932,0,,Hourly         ,$0.00 
684,9/6/22 09:54,Entry     ,C13473960668,0,,Hourly         ,$0.00 
685,9/6/22 09:54,Entry     ,C13473408700,0,,Hourly         ,$0.00 
686,9/6/22 10:13,Entry     ,C13388942147,0,,Hourly         ,$0.00 
687,9/6/22 10:13,Exit      ,C13388942147,0,,Hourly         ,$0.00 
688,9/6/22 10:14,Entry     ,C13388871609,0,,Hourly         ,$0.00 
689,9/6/22 10:27,Entry     ,C13388942147,0,,Hourly         ,$0.00 
690,9/6/22 10:50,Exit      ,C13470689515,0,,Season         ,$0.00 
691,9/6/22 10:59,Entry     ,C13475069953,0,,Hourly         ,$0.00 
692,9/6/22 11:02,Exit      ,C13475069953,0,,Hourly         ,$0.00 
693,9/6/22 11:09,Exit      ,C13475278932,1.11E+15,,Hourly         ,$3.38 
694,9/6/22 11:09,Exit      ,C13473960668,1.11E+15,,Hourly         ,$3.14 
695,9/6/22 11:09,Exit      ,C13372414725,1.11E+15,,Hourly         ,$3.38 
696,9/6/22 11:13,Entry     ,C13474709577,0,,Hourly         ,$0.00 
697,9/6/22 11:22,Exit      ,C13474709577,0,,Hourly         ,$0.00 
698,9/6/22 11:25,Exit      ,C13388871609,1.00E+15,,Hourly         ,$3.14 
699,9/6/22 11:28,Exit      ,C13388305411,1.11E+15,,Hourly         ,$4.53 
700,9/6/22 11:52,Exit      ,C13473408700,1.11E+15,,Hourly         ,$5.29 
701,9/6/22 12:14,Entry     ,C13473693762,0,,Hourly         ,$0.00 
702,9/6/22 12:14,Entry     ,C13469468386,0,,Hourly         ,$0.00 
703,9/6/22 12:14,Exit      ,C13473693762,0,,Hourly         ,$0.00 
704,9/6/22 12:15,Exit      ,C13469468386,0,,Hourly         ,$0.00 
705,9/6/22 13:34,Exit      ,C13388942147,1.11E+15,,Hourly         ,$9.07 
706,9/6/22 13:34,Entry     ,C13470689515,0,,Season         ,$0.00 
707,9/6/22 13:38,Entry     ,C13565773018,0,,Hourly         ,$0.00 
708,9/6/22 13:38,Exit      ,C13565773018,0,,Hourly         ,$0.00 
709,9/6/22 13:45,Exit      ,C13388802828,1.11E+15,,Hourly         ,$13.38 
710,9/6/22 14:01,Entry     ,C13472839887,0,,Season         ,$0.00 
711,9/6/22 14:02,Entry     ,C13473095737,0,,Season         ,$0.00 
712,9/6/22 14:04,Entry     ,C13388871609,0,,Hourly         ,$0.00 
713,9/6/22 14:04,Entry     ,C13374300805,0,,Hourly         ,$0.00 
714,9/6/22 14:22,Entry     ,C13566072733,0,,Hourly         ,$0.00 
715,9/6/22 14:28,Entry     ,C13471574874,0,,Season         ,$0.00 
716,9/6/22 14:44,Exit      ,C13388871609,1.00E+15,,Hourly         ,$1.64 
717,9/6/22 16:07,Exit      ,C13472839887,0,,Season         ,$0.00 
718,9/6/22 16:24,Entry     ,C13470650172,0,,Season         ,$0.00 
719,9/6/22 16:33,Exit      ,C13470689515,0,,Season         ,$0.00 
720,9/6/22 16:42,Entry     ,C13471545825,0,,Hourly         ,$0.00 
721,9/6/22 16:47,Exit      ,C13470650172,0,,Season         ,$0.00 
722,9/6/22 16:48,Exit      ,C13374300805,1.11E+15,,Hourly         ,$6.56 
723,9/6/22 16:55,Exit      ,C13565800506,1.11E+15,,Hourly         ,$20.96 
724,9/6/22 16:59,Exit      ,C13471545825,1.11E+15,,Hourly         ,$0.68 
725,9/6/22 17:03,Exit      ,C13472029859,1.11E+15,,Hourly         ,$21.48 
726,9/6/22 17:08,Exit      ,C13472789751,1.11E+15,,Hourly         ,$20.32 
727,9/6/22 17:10,Exit      ,C13470262339,1.11E+15,,Hourly         ,$21.76 
728,9/6/22 17:12,Exit      ,C13475384591,1.11E+15,,Hourly         ,$24.80 
729,9/6/22 17:13,Exit      ,C13473886836,1.11E+15,,Hourly         ,$20.48 
730,9/6/22 17:52,Entry     ,C13471538119,0,,Hourly         ,$0.00 
731,9/6/22 18:10,Entry     ,C13470357883,0,,Hourly         ,$0.00 
732,9/6/22 18:36,Entry     ,C13565972882,0,,Hourly         ,$0.00 
733,9/6/22 18:53,Entry     ,C13061228298,0,,Hourly         ,$0.00 
734,9/6/22 18:54,Entry     ,C13566285566,0,,Hourly         ,$0.00 
735,9/6/22 18:57,Entry     ,C13469036654,0,,Hourly         ,$0.00 
736,9/6/22 18:59,Exit      ,C13566289054,0,,Season         ,$0.00 
737,9/6/22 19:03,Entry     ,C13473727604,0,,Hourly         ,$0.00 
738,9/6/22 19:04,Exit      ,C13473727604,0,,Hourly         ,$0.00 
739,9/6/22 19:06,Entry     ,C13474808544,0,,Hourly         ,$0.00 
740,9/6/22 19:09,Exit      ,C13471574874,0,,Season         ,$0.00 
741,9/6/22 19:27,Exit      ,C13474808544,1.11E+15,,Hourly         ,$3.00 
742,9/6/22 19:34,Entry     ,C13473545279,0,,Hourly         ,$0.00 
743,9/6/22 19:42,Exit      ,C13472687211,0,,Use Ticket     ,$0.00 
744,9/6/22 19:47,Entry     ,C13474452483,0,,Hourly         ,$0.00 
745,9/6/22 19:48,Exit      ,C13474452483,0,,Hourly         ,$0.00 
746,9/6/22 20:26,Exit      ,C13566072733,1.11E+15,,Hourly         ,$11.72 
747,9/6/22 20:35,Entry     ,C13388982769,0,,Hourly         ,$0.00 
748,9/6/22 21:27,Entry     ,C13471158076,0,,Hourly         ,$0.00 
749,9/6/22 21:28,Exit      ,C13471158076,0,,Hourly         ,$0.00 
750,9/6/22 21:54,Exit      ,C13388982769,1.11E+15,,Hourly         ,$3.00 
751,9/6/22 22:14,Exit      ,C13565972882,1.11E+15,,Hourly         ,$3.00 
752,9/6/22 22:16,Exit      ,C13471538119,1.11E+15,,Hourly         ,$3.32 
753,9/6/22 22:27,Exit      ,C13473545279,1.11E+15,,Hourly         ,$3.00 
754,9/6/22 22:47,Exit      ,C13470357883,1.11E+15,,Hourly         ,$3.00 
755,9/6/22 22:48,Exit      ,C13469036654,1.11E+15,,Hourly         ,$3.00 
756,9/6/22 22:49,Exit      ,C13061228298,1.11E+15,,Hourly         ,$1.50 
757,9/6/22 23:01,Exit      ,C13566285566,1.01E+15,,Hourly         ,$3.00 
758,9/6/22 23:19,Exit      ,C13473095737,0,,Season         ,$0.00 
759,10/6/22 06:14,Entry     ,C13469283758,0,,Hourly         ,$0.00 
760,10/6/22 06:15,Exit      ,C13469283758,0,,Hourly         ,$0.00 
761,10/6/22 07:40,Entry     ,C13472574659,0,,Hourly         ,$0.00 
762,10/6/22 07:40,Exit      ,C13472574659,0,,Hourly         ,$0.00 
763,10/6/22 07:45,Entry     ,C13388746614,0,,Hourly         ,$0.00 
764,10/6/22 08:06,Entry     ,C13472281022,0,,Hourly         ,$0.00 
765,10/6/22 08:13,Entry     ,C13475384591,0,,Hourly         ,$0.00 
766,10/6/22 08:39,Entry     ,C13473886836,0,,Hourly         ,$0.00 
767,10/6/22 08:53,Entry     ,C13470262339,0,,Hourly         ,$0.00 
768,10/6/22 08:56,Entry     ,C13469170585,0,,Hourly         ,$0.00 
769,10/6/22 09:01,Entry     ,C13388871609,0,,Hourly         ,$0.00 
770,10/6/22 09:07,Entry     ,C13470689515,0,,Season         ,$0.00 
771,10/6/22 09:16,Entry     ,C13472532988,0,,Hourly         ,$0.00 
772,10/6/22 09:24,Entry     ,C13472789751,0,,Hourly         ,$0.00 
773,10/6/22 09:38,Entry     ,C13471574874,0,,Season         ,$0.00 
774,10/6/22 09:48,Entry     ,C13472687211,0,,Hourly         ,$0.00 
775,10/6/22 09:51,Entry     ,C13565806429,0,,Hourly         ,$0.00 
776,10/6/22 09:57,Entry     ,C13472456601,0,,Hourly         ,$0.00 
777,10/6/22 09:59,Exit      ,C13472456601,0,,Hourly         ,$0.00 
778,10/6/22 10:13,Exit      ,C13472532988,1.11E+15,,Hourly         ,$2.28 
779,10/6/22 10:16,Entry     ,C13388793597,0,,Hourly         ,$0.00 
780,10/6/22 10:23,Entry     ,C13566045623,0,,Hourly         ,$0.00 
781,10/6/22 10:26,Exit      ,C13470689515,0,,Season         ,$0.00 
782,10/6/22 10:33,Exit      ,C13388793597,1.00E+15,,Hourly         ,$0.72 
783,10/6/22 10:35,Entry     ,C13473609695,0,,Hourly         ,$0.00 
784,10/6/22 10:36,Entry     ,C13470689515,0,,Season         ,$0.00 
785,10/6/22 11:17,Entry     ,C13475332618,0,,Hourly         ,$0.00 
786,10/6/22 11:17,Exit      ,C13475332618,0,,Hourly         ,$0.00 
787,10/6/22 11:19,Entry     ,C13474710286,0,,Season         ,$0.00 
788,10/6/22 11:25,Exit      ,C13388871609,1.00E+15,,Hourly         ,$6.06 
789,10/6/22 11:26,Entry     ,C13396427924,0,,Hourly         ,$0.00 
790,10/6/22 11:27,Exit      ,C13396427924,0,,Hourly         ,$0.00 
791,10/6/22 11:43,Entry     ,C13473966137,0,,Hourly         ,$0.00 
792,10/6/22 11:49,Exit      ,C13470689515,0,,Season         ,$0.00 
793,10/6/22 12:03,Entry     ,C13566330981,0,,Hourly         ,$0.00 
794,10/6/22 12:15,Entry     ,C13388671276,0,,Hourly         ,$0.00 
795,10/6/22 12:17,Entry     ,C13473715847,0,,Hourly         ,$0.00 
796,10/6/22 12:19,Exit      ,C13566330981,1.11E+15,,Hourly         ,$0.80 
797,10/6/22 12:24,Exit      ,C13388671276,0,,Hourly         ,$0.00 
798,10/6/22 12:28,Entry     ,C13472776503,0,,Hourly         ,$0.00 
799,10/6/22 12:29,Exit      ,C13472776503,0,,Hourly         ,$0.00 
800,10/6/22 12:38,Exit      ,C13473886836,1.11E+15,,Hourly         ,$10.59 
801,10/6/22 12:49,Entry     ,C13473248750,0,,Hourly         ,$0.00 
802,10/6/22 12:50,Exit      ,C13473248750,0,,Hourly         ,$0.00 
803,10/6/22 12:52,Entry     ,C13565722172,0,,Hourly         ,$0.00 
804,10/6/22 12:53,Exit      ,C13474710286,0,,Season         ,$0.00 
805,10/6/22 13:17,Entry     ,C13374300805,0,,Hourly         ,$0.00 
806,10/6/22 13:21,Entry     ,C13475163005,0,,Hourly         ,$0.00 
807,10/6/22 13:22,Exit      ,C13475163005,0,,Hourly         ,$0.00 
808,10/6/22 13:22,Entry     ,C13474839126,0,,Hourly         ,$0.00 
809,10/6/22 13:22,Exit      ,C13474839126,0,,Hourly         ,$0.00 
810,10/6/22 13:22,Entry     ,C13388871609,0,,Hourly         ,$0.00 
811,10/6/22 13:35,Entry     ,C13473708240,0,,Season         ,$0.00 
812,10/6/22 13:52,Entry     ,C13473886836,0,,Hourly         ,$0.00 
813,10/6/22 14:07,Entry     ,C13473885525,0,,Hourly         ,$0.00 
814,10/6/22 14:28,Exit      ,C13473966137,1.11E+15,,Hourly         ,$8.01 
815,10/6/22 14:30,Exit      ,C13565806429,1.11E+15,,Hourly         ,$13.00 
816,10/6/22 14:46,Entry     ,C13470689515,0,,Season         ,$0.00 
817,10/6/22 15:00,Entry     ,C13388415937,0,,Hourly         ,$0.00 
818,10/6/22 15:08,Entry     ,C13396473705,0,,Hourly         ,$0.00 
819,10/6/22 15:09,Exit      ,C13396473705,0,,Hourly         ,$0.00 
820,10/6/22 15:10,Exit      ,C13473885525,1.11E+15,,Hourly         ,$2.52 
821,10/6/22 15:12,Entry     ,C13471487679,0,,Season         ,$0.00 
822,10/6/22 15:14,Entry     ,C13388631642,0,,Hourly         ,$0.00 
823,10/6/22 15:14,Entry     ,C13396469850,0,,Hourly         ,$0.00 
824,10/6/22 15:14,Entry     ,C13566011286,0,,Hourly         ,$0.00 
825,10/6/22 15:14,Exit      ,C13388631642,0,,Hourly         ,$0.00 
826,10/6/22 15:14,Exit      ,C13396469850,0,,Hourly         ,$0.00 
827,10/6/22 15:18,Exit      ,C13388415937,1.11E+15,,Hourly         ,$0.72 
828,10/6/22 15:20,Entry     ,C13472443895,0,,Hourly         ,$0.00 
829,10/6/22 15:21,Exit      ,C13470689515,0,,Season         ,$0.00 
830,10/6/22 15:21,Exit      ,C13472443895,0,,Hourly         ,$0.00 
831,10/6/22 15:27,Exit      ,C13566045623,1.11E+15,,Hourly         ,$14.00 
832,10/6/22 15:50,Entry     ,C13471265524,0,,Hourly         ,$0.00 
833,10/6/22 16:16,Entry     ,C13473849134,0,,Hourly         ,$0.00 
834,10/6/22 16:16,Exit      ,C13473849134,0,,Hourly         ,$0.00 
835,10/6/22 16:17,Exit      ,C13471265524,1.11E+15,,Hourly         ,$1.08 
836,10/6/22 16:41,Exit      ,C13374300805,1.11E+15,,Hourly         ,$8.63 
837,10/6/22 16:47,Exit      ,C13472281022,1.11E+15,,Hourly         ,$22.68 
838,10/6/22 16:50,Entry     ,C13473885442,0,,Hourly         ,$0.00 
839,10/6/22 16:52,Exit      ,C13471574874,0,,Season         ,$0.00 
840,10/6/22 16:58,Exit      ,C13388871609,1.00E+15,,Hourly         ,$9.06 
841,10/6/22 17:05,Exit      ,C13473885442,1.11E+15,,Hourly         ,$0.60 
842,10/6/22 17:13,Exit      ,C13471487679,0,,Season         ,$0.00 
843,10/6/22 17:18,Exit      ,C13475384591,1.11E+15,,Hourly         ,$23.64 
844,10/6/22 17:20,Exit      ,C13472789751,1.11E+15,,Hourly         ,$20.88 
845,10/6/22 17:21,Exit      ,C13566011286,1.00E+15,,Hourly         ,$5.12 
846,10/6/22 17:29,Exit      ,C13473708240,0,,Season         ,$0.00 
847,10/6/22 17:36,Exit      ,C13470262339,1.11E+15,,Hourly         ,$22.76 
848,10/6/22 17:46,Exit      ,C13473715847,1.11E+15,,Hourly         ,$14.23 
849,10/6/22 17:46,Entry     ,C13472299874,0,,Hourly         ,$0.00 
850,10/6/22 17:47,Entry     ,C13565820791,0,,Hourly         ,$0.00 
851,10/6/22 18:05,Exit      ,C13565820791,1.11E+15,,Hourly         ,$3.52 
852,10/6/22 18:23,Exit      ,C13472687211,0,,Use Ticket     ,$0.00 
853,10/6/22 18:24,Exit      ,C13472299874,1.11E+15,,Hourly         ,$3.56 
854,10/6/22 18:24,Exit      ,C13565722172,0,,Use Ticket     ,$0.00 
855,10/6/22 18:35,Exit      ,C13469170585,0,,Use Ticket     ,$0.00 
856,10/6/22 18:55,Entry     ,C13566285566,0,,Hourly         ,$0.00 
857,10/6/22 19:15,Entry     ,C13471700785,0,,Hourly         ,$0.00 
858,10/6/22 19:31,Entry     ,C13474039998,0,,Hourly         ,$0.00 
859,10/6/22 19:31,Exit      ,C13474039998,0,,Hourly         ,$0.00 
860,10/6/22 19:37,Entry     ,C13472802324,0,,Hourly         ,$0.00 
861,10/6/22 19:38,Exit      ,C13472802324,0,,Hourly         ,$0.00 
862,10/6/22 19:38,Entry     ,C13472634637,0,,Hourly         ,$0.00 
863,10/6/22 19:39,Entry     ,C13388108895,0,,Hourly         ,$0.00 
864,10/6/22 19:39,Exit      ,C13472634637,0,,Hourly         ,$0.00 
865,10/6/22 19:46,Exit      ,C13473609695,0,,Use Ticket     ,$0.00 
866,10/6/22 20:05,Entry     ,C13475280716,0,,Hourly         ,$0.00 
867,10/6/22 20:05,Exit      ,C13475280716,0,,Hourly         ,$0.00 
868,10/6/22 20:14,Exit      ,C13388746614,0,,Use Ticket     ,$0.00 
869,10/6/22 20:22,Exit      ,C13471700785,1.11E+15,,Hourly         ,$3.00 
870,10/6/22 20:52,Entry     ,C13565820791,0,,Hourly         ,$0.00 
871,10/6/22 20:59,Entry     ,C13468536332,0,,Hourly         ,$0.00 
872,10/6/22 21:02,Exit      ,C13468536332,0,,Hourly         ,$0.00 
873,10/6/22 21:02,Entry     ,C13472052128,0,,Hourly         ,$0.00 
874,10/6/22 21:08,Exit      ,C13565820791,1.11E+15,,Hourly         ,$3.00 
875,10/6/22 21:16,Exit      ,C13472052128,1.11E+15,,Hourly         ,$3.00 
876,10/6/22 21:32,Exit      ,C13388108895,1.11E+15,,Hourly         ,$3.00 
877,10/6/22 21:42,Entry     ,C13468536332,0,,Hourly         ,$0.00 
878,10/6/22 21:48,Entry     ,C13388680240,0,,Hourly         ,$0.00 
879,10/6/22 22:11,Exit      ,C13566285566,1.01E+15,,Hourly         ,$3.00 
880,10/6/22 22:20,Exit      ,C13468536332,1.11E+15,,Hourly         ,$3.00 
881,10/6/22 22:22,Entry     ,C13565891470,0,,Hourly         ,$0.00 
882,10/6/22 22:23,Exit      ,C13565891470,0,,Hourly         ,$0.00 
883,10/6/22 23:37,Entry     ,C13472052128,0,,Hourly         ,$0.00 
884,10/6/22 23:49,Exit      ,C13472052128,1.11E+15,,Hourly         ,$3.00 
885,11/6/22 01:03,Exit      ,C13388680240,1.11E+15,,Hourly         ,$6.20 
886,11/6/22 06:54,Entry     ,C13565802057,0,,Hourly         ,$0.00 
887,11/6/22 06:54,Exit      ,C13565802057,0,,Hourly         ,$0.00 
888,11/6/22 07:57,Entry     ,C13470928905,0,,Hourly         ,$0.00 
889,11/6/22 07:57,Exit      ,C13470928905,0,,Hourly         ,$0.00 
890,11/6/22 08:08,Entry     ,C13472029647,0,,Hourly         ,$0.00 
891,11/6/22 08:09,Exit      ,C13472029647,0,,Hourly         ,$0.00 
892,11/6/22 08:40,Entry     ,C13472230526,0,,Hourly         ,$0.00 
893,11/6/22 08:41,Exit      ,C13472230526,0,,Hourly         ,$0.00 
894,11/6/22 08:46,Entry     ,C13474065088,0,,Hourly         ,$0.00 
895,11/6/22 08:46,Entry     ,C13472608632,0,,Hourly         ,$0.00 
896,11/6/22 08:47,Exit      ,C13472608632,0,,Hourly         ,$0.00 
897,11/6/22 08:47,Entry     ,C13061228298,0,,Hourly         ,$0.00 
898,11/6/22 08:52,Entry     ,C13472052128,0,,Hourly         ,$0.00 
899,11/6/22 08:52,Exit      ,C13472052128,0,,Hourly         ,$0.00 
900,11/6/22 09:09,Entry     ,C13475119453,0,,Hourly         ,$0.00 
901,11/6/22 09:09,Exit      ,C13475119453,0,,Hourly         ,$0.00 
902,11/6/22 09:11,Entry     ,C13474815648,0,,Hourly         ,$0.00 
903,11/6/22 09:12,Exit      ,C13474815648,0,,Hourly         ,$0.00 
904,11/6/22 09:55,Entry     ,C13474790335,0,,Hourly         ,$0.00 
905,11/6/22 10:15,Entry     ,C13895917096,0,,Hourly         ,$0.00 
906,11/6/22 10:16,Exit      ,C13895917096,0,,Hourly         ,$0.00 
907,11/6/22 10:28,Entry     ,C13388169979,0,,Hourly         ,$0.00 
908,11/6/22 10:42,Entry     ,C13566035804,0,,Hourly         ,$0.00 
909,11/6/22 10:43,Exit      ,C13566035804,0,,Hourly         ,$0.00 
910,11/6/22 11:02,Exit      ,C13388169979,1.11E+15,,Hourly         ,$1.36 
911,11/6/22 11:18,Exit      ,C13061228298,1.11E+15,,Hourly         ,$1.50 
912,11/6/22 11:29,Entry     ,C13475053222,0,,Hourly         ,$0.00 
913,11/6/22 11:29,Exit      ,C13475053222,0,,Hourly         ,$0.00 
914,11/6/22 12:27,Entry     ,C13471574874,0,,Season         ,$0.00 
915,11/6/22 12:38,Exit      ,C13474790335,1.11E+15,,Hourly         ,$6.56 
916,11/6/22 12:47,Entry     ,C13474839968,0,,Season         ,$0.00 
917,11/6/22 14:28,Entry     ,C13472619414,0,,Hourly         ,$0.00 
918,11/6/22 14:30,Exit      ,C13472619414,0,,Hourly         ,$0.00 
919,11/6/22 14:31,Entry     ,C13473534414,0,,Hourly         ,$0.00 
920,11/6/22 14:32,Exit      ,C13473534414,0,,Hourly         ,$0.00 
921,11/6/22 14:58,Exit      ,C13474839968,0,,Season         ,$0.00 
922,11/6/22 15:24,Entry     ,C13566566833,0,,Hourly         ,$0.00 
923,11/6/22 15:24,Entry     ,C13475515420,0,,Hourly         ,$0.00 
924,11/6/22 15:30,Entry     ,C13473916075,0,,Hourly         ,$0.00 
925,11/6/22 15:30,Exit      ,C13473916075,0,,Hourly         ,$0.00 
926,11/6/22 16:30,Exit      ,C13566566833,1.11E+15,,Hourly         ,$2.68 
927,11/6/22 17:18,Exit      ,C13471574874,0,,Season         ,$0.00 
928,11/6/22 17:32,Entry     ,C13473424136,0,,Hourly         ,$0.00 
929,11/6/22 17:33,Exit      ,C13473424136,0,,Hourly         ,$0.00 
930,11/6/22 17:34,Exit      ,C13474065088,1.11E+15,,Hourly         ,$21.16 
931,11/6/22 17:52,Entry     ,C13472602369,0,,Hourly         ,$0.00 
932,11/6/22 17:52,Exit      ,C13472602369,0,,Hourly         ,$0.00 
933,11/6/22 18:09,Entry     ,C13474490358,0,,Hourly         ,$0.00 
934,11/6/22 18:09,Exit      ,C13474490358,0,,Hourly         ,$0.00 
935,11/6/22 18:36,Exit      ,C13475515420,1.11E+15,,Hourly         ,$9.24 
936,11/6/22 19:55,Entry     ,C13472052128,0,,Hourly         ,$0.00 
937,11/6/22 19:57,Exit      ,C13472052128,0,,Hourly         ,$0.00 
938,11/6/22 20:02,Entry     ,C13471684078,0,,Hourly         ,$0.00 
939,11/6/22 20:02,Exit      ,C13471684078,0,,Hourly         ,$0.00 
940,11/6/22 20:18,Entry     ,C13471249072,0,,Hourly         ,$0.00 
941,11/6/22 20:19,Exit      ,C13471249072,0,,Hourly         ,$0.00 
942,12/6/22 05:51,Entry     ,C13472444959,0,,Hourly         ,$0.00 
943,12/6/22 05:52,Exit      ,C13472444959,0,,Hourly         ,$0.00 
944,12/6/22 06:01,Entry     ,C13473315161,0,,Hourly         ,$0.00 
945,12/6/22 07:06,Exit      ,C13473315161,1.11E+15,,Hourly         ,$2.56 
946,12/6/22 07:28,Entry     ,C13469776374,0,,Hourly         ,$0.00 
947,12/6/22 07:31,Exit      ,C13469776374,0,,Hourly         ,$0.00 
948,12/6/22 08:40,Entry     ,C13472672306,0,,Hourly         ,$0.00 
949,12/6/22 08:41,Exit      ,C13472672306,0,,Hourly         ,$0.00 
950,12/6/22 08:42,Entry     ,C13474065088,0,,Hourly         ,$0.00 
951,12/6/22 09:13,Entry     ,C13472320359,0,,Hourly         ,$0.00 
952,12/6/22 09:14,Entry     ,C13474492247,0,,Hourly         ,$0.00 
953,12/6/22 09:24,Entry     ,C13471934772,0,,Hourly         ,$0.00 
954,12/6/22 09:28,Entry     ,C13475242023,0,,Hourly         ,$0.00 
955,12/6/22 09:32,Entry     ,C13474942582,0,,Hourly         ,$0.00 
956,12/6/22 10:04,Entry     ,C13473163768,0,,Hourly         ,$0.00 
957,12/6/22 10:05,Exit      ,C13473163768,0,,Hourly         ,$0.00 
958,12/6/22 10:06,Entry     ,C13566238278,0,,Hourly         ,$0.00 
959,12/6/22 10:56,Exit      ,C13471934772,1.11E+15,,Hourly         ,$3.72 
960,12/6/22 10:57,Exit      ,C13474492247,1.11E+15,,Hourly         ,$4.16 
961,12/6/22 10:57,Exit      ,C13472320359,1.11E+15,,Hourly         ,$4.20 
962,12/6/22 10:58,Exit      ,C13475242023,1.11E+15,,Hourly         ,$3.64 
963,12/6/22 11:02,Exit      ,C13474942582,1.11E+15,,Hourly         ,$3.60 
964,12/6/22 11:12,Entry     ,C13374300805,0,,Hourly         ,$0.00 
965,12/6/22 12:51,Exit      ,C13374300805,1.11E+15,,Hourly         ,$4.00 
966,12/6/22 13:11,Entry     ,C13566265205,0,,Hourly         ,$0.00 
967,12/6/22 13:12,Exit      ,C13566265205,0,,Hourly         ,$0.00 
968,12/6/22 13:34,Entry     ,C13471584310,0,,Hourly         ,$0.00 
969,12/6/22 13:42,Exit      ,C13566238278,1.11E+15,,Hourly         ,$8.68 
970,12/6/22 13:56,Exit      ,C13471584310,1.11E+15,,Hourly         ,$0.92 
971,12/6/22 14:23,Entry     ,C13471497646,0,,Hourly         ,$0.00 
972,12/6/22 14:54,Entry     ,C13472395253,0,,Season         ,$0.00 
973,12/6/22 15:01,Entry     ,C13396391228,0,,Hourly         ,$0.00 
974,12/6/22 15:08,Exit      ,C13396391228,0,,Hourly         ,$0.00 
975,12/6/22 16:33,Exit      ,C13471497646,1.11E+15,,Hourly         ,$5.20 
976,12/6/22 17:38,Exit      ,C13474065088,1.11E+15,,Hourly         ,$21.48 
977,12/6/22 18:39,Exit      ,C13472395253,0,,Season         ,$0.00 
978,12/6/22 20:23,Entry     ,C13474257437,0,,Hourly         ,$0.00 
979,12/6/22 20:23,Exit      ,C13474257437,0,,Hourly         ,$0.00 
980,12/6/22 20:24,Entry     ,C13565992796,0,,Hourly         ,$0.00 
981,12/6/22 20:24,Exit      ,C13565992796,0,,Hourly         ,$0.00 
982,12/6/22 22:40,Entry     ,C13472354540,0,,Hourly         ,$0.00 
983,12/6/22 22:41,Exit      ,C13472354540,0,,Hourly         ,$0.00 
984,13/6/22 07:02,Entry     ,C13475384591,0,,Hourly         ,$0.00 
985,13/6/22 07:57,Entry     ,C13472970428,0,,Hourly         ,$0.00 
986,13/6/22 07:58,Exit      ,C13472970428,0,,Hourly         ,$0.00 
987,13/6/22 08:45,Entry     ,C13470689515,0,,Season         ,$0.00 
988,13/6/22 08:59,Entry     ,C13473886836,0,,Hourly         ,$0.00 
989,13/6/22 09:30,Entry     ,C13471574874,0,,Season         ,$0.00 
990,13/6/22 09:35,Entry     ,C13475142223,0,,Hourly         ,$0.00 
991,13/6/22 09:35,Entry     ,C13472687211,0,,Hourly         ,$0.00 
992,13/6/22 09:37,Exit      ,C13475142223,0,,Hourly         ,$0.00 
993,13/6/22 09:38,Entry     ,C13470143226,0,,Hourly         ,$0.00 
994,13/6/22 09:54,Entry     ,C13471216345,0,,Hourly         ,$0.00 
995,13/6/22 10:29,Entry     ,C13473561061,0,,Hourly         ,$0.00 
996,13/6/22 10:30,Exit      ,C13473561061,0,,Hourly         ,$0.00 
997,13/6/22 11:04,Entry     ,C13388974471,0,,Hourly         ,$0.00 
998,13/6/22 11:06,Exit      ,C13470143226,1.11E+15,,Hourly         ,$3.63 
999,13/6/22 11:19,Exit      ,C13471216345,1.11E+15,,Hourly         ,$3.64 
1000,13/6/22 11:44,Entry     ,C13471487679,0,,Season         ,$0.00 
1001,13/6/22 12:47,Entry     ,C13473732778,0,,Hourly         ,$0.00 
1002,13/6/22 13:34,Entry     ,C13472829796,0,,Hourly         ,$0.00 
1003,13/6/22 13:40,Exit      ,C13473732778,1.11E+15,,Hourly         ,$2.65 
1004,13/6/22 13:47,Entry     ,C13474018285,0,,Hourly         ,$0.00 
1005,13/6/22 13:47,Entry     ,C13374300805,0,,Hourly         ,$0.00 
1006,13/6/22 13:48,Exit      ,C13474018285,0,,Hourly         ,$0.00 
1007,13/6/22 13:52,Entry     ,C13468298724,0,,Hourly         ,$0.00 
1008,13/6/22 13:54,Exit      ,C13388974471,1.11E+15,,Hourly         ,$8.55 
1009,13/6/22 14:44,Entry     ,C13474022903,0,,Season         ,$0.00 
1010,13/6/22 14:47,Entry     ,C13565949262,0,,Hourly         ,$0.00 
1011,13/6/22 14:56,Entry     ,C13372711871,0,,Hourly         ,$0.00 
1012,13/6/22 15:26,Exit      ,C13468298724,1.11E+15,,Hourly         ,$3.88 
1013,13/6/22 15:31,Entry     ,C13565689171,0,,Hourly         ,$0.00 
1014,13/6/22 15:32,Exit      ,C13565689171,0,,Hourly         ,$0.00 
1015,13/6/22 15:42,Exit      ,C13471487679,0,,Season         ,$0.00 
1016,13/6/22 15:51,Entry     ,C13473234129,0,,Hourly         ,$0.00 
1017,13/6/22 15:52,Exit      ,C13473234129,0,,Hourly         ,$0.00 
1018,13/6/22 16:31,Exit      ,C13565949262,1.11E+15,,Hourly         ,$4.16 
1019,13/6/22 16:44,Entry     ,C13388575905,0,,Hourly         ,$0.00 
1020,13/6/22 16:53,Exit      ,C13374300805,1.11E+15,,Hourly         ,$7.61 
